fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA023011,19 Jul 26,1,regular,Round 1,GPHC,BLTC,1,9,1,5,,,17,34,Completed,
UA023012,19 Jul 26,1,regular,Round 1,Victory Park,Dendy Park,1,9,1,5,,,18,31,Completed,
UA023013,19 Jul 26,1,regular,Round 1,Black Rock,Maccabi,7,3,3,3,,,28,23,Completed,
pending-ua023-r1-bye-le-page,19 Jul 26,1,regular,Round 1,Bye,Le Page,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA023021,26 Jul 26,2,regular,Round 2,Le Page,GPHC,8,2,4,2,,,28,21,Completed,
UA023022,26 Jul 26,2,regular,Round 2,BLTC,Victory Park,7,3,3,3,,,30,28,Completed,
UA023023,26 Jul 26,2,regular,Round 2,Dendy Park,Black Rock,10,0,6,0,,,36,11,Completed,
pending-ua023-r2-maccabi-bye,26 Jul 26,2,regular,Round 2,Maccabi,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA023031,02 Aug 26,3,regular,Round 3,GPHC,Maccabi,1,9,1,5,,,21,34,Completed,
UA023032,02 Aug 26,3,regular,Round 3,Victory Park,Le Page,0,10,0,6,,,12,36,Completed,
UA023033,02 Aug 26,3,regular,Round 3,Black Rock,BLTC,0,10,0,6,,,8,36,Completed,
pending-ua023-r3-bye-dendy-park,02 Aug 26,3,regular,Round 3,Bye,Dendy Park,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA023041,09 Aug 26,4,regular,Round 4,Dendy Park,GPHC,8,2,4,2,,,30,20,Completed,
pending-ua023-r4-bltc-bye,09 Aug 26,4,regular,Round 4,BLTC,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-ua023-r4-le-page-black-rock,09 Aug 26,4,regular,Round 4,Le Page,Black Rock,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua023-r4-maccabi-victory-park,09 Aug 26,4,regular,Round 4,Maccabi,Victory Park,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA023052,16 Aug 26,5,regular,Round 5,Le Page,Maccabi,7,3,3,3,,,29,20,Completed,
UA023053,16 Aug 26,5,regular,Round 5,Dendy Park,BLTC,2,8,2,4,,,20,30,Completed,
UA023054,16 Aug 26,5,regular,Round 5,GPHC,Victory Park,2,8,2,4,,,21,28,Completed,
pending-ua023-r5-black-rock-bye,16 Aug 26,5,regular,Round 5,Black Rock,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA023061,23 Aug 26,6,regular,Round 6,Victory Park,Black Rock,9,1,5,1,,,32,14,Completed,
UA023063,23 Aug 26,6,regular,Round 6,Maccabi,Dendy Park,3,7,3,3,,,29,34,Completed,
UA023064,23 Aug 26,6,regular,Round 6,BLTC,Le Page,8,2,4,2,,,31,21,Completed,
pending-ua023-r6-bye-gphc,23 Aug 26,6,regular,Round 6,Bye,GPHC,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA023071,30 Aug 26,7,regular,Round 7,GPHC,Black Rock,1,9,1,5,,,23,36,Completed,
UA023073,30 Aug 26,7,regular,Round 7,Le Page,Dendy Park,8,2,4,2,,,36,21,Completed,
UA023074,30 Aug 26,7,regular,Round 7,Maccabi,BLTC,2,8,2,4,,,22,26,Completed,
pending-ua023-r7-victory-park-bye,30 Aug 26,7,regular,Round 7,Victory Park,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA023081,06 Sep 26,8,regular,Round 8,BLTC,GPHC,10,0,6,0,,,36,17,Completed,
UA023082,06 Sep 26,8,regular,Round 8,Dendy Park,Victory Park,2,8,2,4,,,24,26,Completed,
UA023083,06 Sep 26,8,regular,Round 8,Maccabi,Black Rock,7,3,3,3,,,28,25,Completed,
pending-ua023-r8-le-page-bye,06 Sep 26,8,regular,Round 8,Le Page,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA023091,13 Sep 26,9,regular,Round 9,GPHC,Le Page,3,7,3,3,,,22,32,Completed,
UA023092,13 Sep 26,9,regular,Round 9,Victory Park,BLTC,8,2,4,2,,,28,26,Completed,
UA023093,13 Sep 26,9,regular,Round 9,Black Rock,Dendy Park,9,1,5,1,,,32,18,Completed,
pending-ua023-r9-bye-maccabi,13 Sep 26,9,regular,Round 9,Bye,Maccabi,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
