fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA008011,18 Jul 26,1,regular,Round 1,Clarinda,Coatesville,9,1,5,1,,,31,16,Completed,
AA008012,18 Jul 26,1,regular,Round 1,Mentone Gold,Mentone Green,9,1,5,1,,,34,19,Completed,
AA008014,18 Jul 26,1,regular,Round 1,Chelsea Heights,Dendy Park,8,2,4,2,,,30,24,Completed,
pending-aa008-r1-glen-huntly-bye,18 Jul 26,1,regular,Round 1,Glen Huntly,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA008021,25 Jul 26,2,regular,Round 2,Dendy Park,Clarinda,7,3,3,3,,,27,21,Completed,
AA008022,25 Jul 26,2,regular,Round 2,Coatesville,Mentone Gold,0,10,0,6,,,13,36,Completed,
AA008023,25 Jul 26,2,regular,Round 2,Mentone Green,Glen Huntly,8,2,4,2,,,31,22,Completed,
pending-aa008-r2-bye-chelsea-heights,25 Jul 26,2,regular,Round 2,Bye,Chelsea Heights,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA008032,01 Aug 26,3,regular,Round 3,Mentone Gold,Dendy Park,2,8,2,4,,,24,31,Completed,
AA008033,01 Aug 26,3,regular,Round 3,Glen Huntly,Coatesville,2,8,2,4,,,22,33,Completed,
AA008034,01 Aug 26,3,regular,Round 3,Chelsea Heights,Mentone Green,9,1,5,1,,,31,18,Completed,
pending-aa008-r3-clarinda-bye,01 Aug 26,3,regular,Round 3,Clarinda,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA008041,08 Aug 26,4,regular,Round 4,Mentone Green,Clarinda,2,8,2,4,,,29,31,Completed,
AA008043,08 Aug 26,4,regular,Round 4,Dendy Park,Glen Huntly,9,1,5,1,,,34,16,Completed,
AA008044,08 Aug 26,4,regular,Round 4,Coatesville,Chelsea Heights,0,10,0,6,,,23,37,Completed,
pending-aa008-r4-bye-mentone-gold,08 Aug 26,4,regular,Round 4,Bye,Mentone Gold,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA008051,15 Aug 26,5,regular,Round 5,Glen Huntly,Chelsea Heights,0,10,0,6,,,10,37,Completed,
AA008053,15 Aug 26,5,regular,Round 5,Mentone Green,Coatesville,1,9,1,5,,,16,33,Completed,
AA008054,15 Aug 26,5,regular,Round 5,Clarinda,Mentone Gold,9,1,5,1,,,35,19,Completed,
pending-aa008-r5-dendy-park-bye,15 Aug 26,5,regular,Round 5,Dendy Park,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA008061,22 Aug 26,6,regular,Round 6,Mentone Gold,Glen Huntly,9,1,5,1,,,33,15,Completed,
AA008062,22 Aug 26,6,regular,Round 6,Chelsea Heights,Clarinda,9,1,5,1,,,32,18,Completed,
AA008064,22 Aug 26,6,regular,Round 6,Coatesville,Dendy Park,1,9,1,5,,,23,38,Completed,
pending-aa008-r6-bye-mentone-green,22 Aug 26,6,regular,Round 6,Bye,Mentone Green,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA008071,29 Aug 26,7,regular,Round 7,Clarinda,Glen Huntly,10,0,6,0,,,36,5,Completed,
AA008072,29 Aug 26,7,regular,Round 7,Mentone Gold,Chelsea Heights,1,9,1,5,,,23,36,Completed,
AA008073,29 Aug 26,7,regular,Round 7,Dendy Park,Mentone Green,9,1,5,1,,,35,15,Completed,
pending-aa008-r7-bye-coatesville,29 Aug 26,7,regular,Round 7,Bye,Coatesville,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa008-r8-bye-glen-huntly,05 Sep 26,8,regular,Round 8,Bye,Glen Huntly,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa008-r8-coatesville-clarinda,05 Sep 26,8,regular,Round 8,Coatesville,Clarinda,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa008-r8-dendy-park-chelsea-heights,05 Sep 26,8,regular,Round 8,Dendy Park,Chelsea Heights,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa008-r8-mentone-green-mentone-gold,05 Sep 26,8,regular,Round 8,Mentone Green,Mentone Gold,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA008091,12 Sep 26,9,regular,Round 9,Clarinda,Dendy Park,1,9,1,5,,,20,32,Completed,
AA008092,12 Sep 26,9,regular,Round 9,Mentone Gold,Coatesville,7,3,3,3,,,32,26,Completed,
pending-aa008-r9-chelsea-heights-bye,12 Sep 26,9,regular,Round 9,Chelsea Heights,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa008-r9-glen-huntly-mentone-green,12 Sep 26,9,regular,Round 9,Glen Huntly,Mentone Green,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
