fixture_id,date,round,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA024011,19 Jul 26,1,St Louis de Mont,Kooyong,9,1,5,1,,,31,10,Completed,
UA024012,19 Jul 26,1,BLTC Blue,BLTC White,0,10,0,6,,,17,36,Completed,
UA024013,19 Jul 26,1,Tennis World,Kings Park,7,3,3,3,,,30,22,Completed,
pending-ua024-r1-bye-carmelite,19 Jul 26,1,Bye,Carmelite,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA024021,26 Jul 26,2,Carmelite,St Louis de Mont,10,0,6,0,,,36,16,Completed,
UA024022,26 Jul 26,2,Kooyong,BLTC Blue,2,8,2,4,,,21,25,Completed,
UA024023,26 Jul 26,2,BLTC White,Tennis World,2,8,2,4,,,26,30,Completed,
pending-ua024-r2-kings-park-bye,26 Jul 26,2,Kings Park,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA024031,2 Aug 26,3,St Louis de Mont,Kings Park,1,9,1,5,,,14,32,Completed,
UA024032,2 Aug 26,3,BLTC Blue,Carmelite,0,10,0,6,,,20,37,Completed,
UA024033,2 Aug 26,3,Tennis World,Kooyong,9,1,5,1,,,31,10,Completed,
pending-ua024-r3-bye-bltc-white,2 Aug 26,3,Bye,BLTC White,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA024042,9 Aug 26,4,Kings Park,BLTC Blue,9,1,5,1,,,32,16,Completed,
pending-ua024-r4-bltc-white-st-louis-de-mont,9 Aug 26,4,BLTC White,St Louis de Mont,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua024-r4-carmelite-tennis-world,9 Aug 26,4,Carmelite,Tennis World,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua024-r4-kooyong-bye,9 Aug 26,4,Kooyong,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA024052,16 Aug 26,5,Carmelite,Kings Park,7,3,3,3,,,30,27,Completed,
UA024053,16 Aug 26,5,BLTC White,Kooyong,9,1,5,1,,,35,15,Completed,
UA024054,16 Aug 26,5,St Louis de Mont,BLTC Blue,3,7,3,3,,,21,20,Completed,
pending-ua024-r5-tennis-world-bye,16 Aug 26,5,Tennis World,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA024061,23 Aug 26,6,BLTC Blue,Tennis World,1,9,1,5,,,10,31,Completed,
UA024063,23 Aug 26,6,Kings Park,BLTC White,8,2,4,2,,,28,26,Completed,
UA024064,23 Aug 26,6,Kooyong,Carmelite,2,8,2,4,,,19,29,Completed,
pending-ua024-r6-bye-st-louis-de-mont,23 Aug 26,6,Bye,St Louis de Mont,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA024071,30 Aug 26,7,St Louis de Mont,Tennis World,1,9,1,5,,,10,31,Completed,
UA024073,30 Aug 26,7,Carmelite,BLTC White,2,8,2,4,,,24,29,Completed,
UA024074,30 Aug 26,7,Kings Park,Kooyong,10,0,6,0,,,36,8,Completed,
pending-ua024-r7-bltc-blue-bye,30 Aug 26,7,BLTC Blue,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA024081,6 Sep 26,8,Kooyong,St Louis de Mont,9,1,5,1,,,35,15,Completed,
UA024082,6 Sep 26,8,BLTC White,BLTC Blue,10,0,6,0,,,37,11,Completed,
UA024083,6 Sep 26,8,Kings Park,Tennis World,1,9,1,5,,,9,34,Completed,
pending-ua024-r8-carmelite-bye,6 Sep 26,8,Carmelite,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA024092,13 Sep 26,9,BLTC Blue,Kooyong,2,8,2,4,,,26,35,Completed,
UA024093,13 Sep 26,9,Tennis World,BLTC White,1,9,1,5,,,21,34,Completed,
pending-ua024-r9-bye-kings-park,13 Sep 26,9,Bye,Kings Park,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-ua024-r9-st-louis-de-mont-carmelite,13 Sep 26,9,St Louis de Mont,Carmelite,,,,,,,,,Missing Result,No individual scorecard / no rubbers recorded
