fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
pending-aa002-r1-carmelite-yellow-bye,04 Feb 23,1,regular,Round 1,Carmelite Yellow,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa002-r1-kooyong-carmelite-red,04 Feb 23,1,regular,Round 1,Kooyong,Carmelite Red,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r1-port-melbourne-green-carmelite-blue,04 Feb 23,1,regular,Round 1,Port Melbourne Green,Carmelite Blue,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA002022,11 Feb 23,2,regular,Round 2,Carmelite Red,Carmelite Yellow,2,8,2,4,,,21,32,Completed,
AA002023,11 Feb 23,2,regular,Round 2,Carmelite Blue,Kooyong,7,3,3,3,,,24,21,Completed,
pending-aa002-r2-bye-port-melbourne-green,11 Feb 23,2,regular,Round 2,Bye,Port Melbourne Green,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002031,18 Feb 23,3,regular,Round 3,Port Melbourne Green,Kooyong,2,8,2,4,,,23,27,Completed,
AA002032,18 Feb 23,3,regular,Round 3,Carmelite Yellow,Carmelite Blue,8,2,4,2,,,34,25,Completed,
pending-aa002-r3-bye-carmelite-red,18 Feb 23,3,regular,Round 3,Bye,Carmelite Red,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002041,25 Feb 23,4,regular,Round 4,Carmelite Red,Port Melbourne Green,8,2,4,2,,,26,22,Completed,
AA002043,25 Feb 23,4,regular,Round 4,Kooyong,Carmelite Yellow,3,7,3,3,,,20,26,Completed,
pending-aa002-r4-carmelite-blue-bye,25 Feb 23,4,regular,Round 4,Carmelite Blue,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002051,04 Mar 23,5,regular,Round 5,Port Melbourne Green,Carmelite Yellow,0,10,0,6,,,3,36,Completed,
AA002052,04 Mar 23,5,regular,Round 5,Carmelite Red,Carmelite Blue,5,5,3,3,,,30,30,Completed,
pending-aa002-r5-bye-kooyong,04 Mar 23,5,regular,Round 5,Bye,Kooyong,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002061,18 Mar 23,6,regular,Round 6,Carmelite Blue,Port Melbourne Green,8,2,4,2,,,31,24,Completed,
AA002062,18 Mar 23,6,regular,Round 6,Carmelite Red,Kooyong,2,8,2,4,,,25,35,Completed,
pending-aa002-r6-bye-carmelite-yellow,18 Mar 23,6,regular,Round 6,Bye,Carmelite Yellow,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002072,25 Mar 23,7,regular,Round 7,Carmelite Yellow,Carmelite Red,9,1,5,1,,,31,17,Completed,
AA002073,25 Mar 23,7,regular,Round 7,Kooyong,Carmelite Blue,2,8,2,4,,,27,34,Completed,
pending-aa002-r7-port-melbourne-green-bye,25 Mar 23,7,regular,Round 7,Port Melbourne Green,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002081,01 Apr 23,8,regular,Round 8,Kooyong,Port Melbourne Green,9,1,5,1,,,30,14,Completed,
pending-aa002-r8-carmelite-blue-carmelite-yellow,01 Apr 23,8,regular,Round 8,Carmelite Blue,Carmelite Yellow,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r8-carmelite-red-bye,01 Apr 23,8,regular,Round 8,Carmelite Red,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002091,29 Apr 23,9,regular,Round 9,Port Melbourne Green,Carmelite Red,1,9,1,5,,,17,31,Completed,
AA002093,29 Apr 23,9,regular,Round 9,Carmelite Yellow,Kooyong,3,7,3,3,,,23,25,Completed,
pending-aa002-r9-bye-carmelite-blue,29 Apr 23,9,regular,Round 9,Bye,Carmelite Blue,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa002-r10-carmelite-blue-carmelite-red,06 May 23,10,regular,Round 10,Carmelite Blue,Carmelite Red,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
