fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA002012,19 Jul 14,1,regular,Round 1,Carmelite 1,Carmelite 2,10,0,6,0,,,36,4,Completed,
AA002013,19 Jul 14,1,regular,Round 1,Kooyong MLC 1,Kooyong MLC 2,1,9,1,5,,,13,36,Completed,
AA002014,19 Jul 14,1,regular,Round 1,Port Melbourne 1,Port Melbourne 2,3,7,3,3,,,21,23,Completed,
pending-aa002-r1-royal-south-yarra-bye,19 Jul 14,1,regular,Round 1,Royal South Yarra,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002021,26 Jul 14,2,regular,Round 2,Port Melbourne 2,Royal South Yarra,0,10,0,6,,,11,36,Completed,
AA002023,26 Jul 14,2,regular,Round 2,Carmelite 2,Kooyong MLC 1,3,7,3,3,,,19,24,Completed,
AA002024,26 Jul 14,2,regular,Round 2,Kooyong MLC 2,Port Melbourne 1,7,3,3,3,,,30,22,Completed,
pending-aa002-r2-bye-carmelite-1,26 Jul 14,2,regular,Round 2,Bye,Carmelite 1,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa002-r3-carmelite-1-port-melbourne-2,02 Aug 14,3,regular,Round 3,Carmelite 1,Port Melbourne 2,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r3-kooyong-mlc-1-bye,02 Aug 14,3,regular,Round 3,Kooyong MLC 1,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa002-r3-port-melbourne-1-carmelite-2,02 Aug 14,3,regular,Round 3,Port Melbourne 1,Carmelite 2,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r3-royal-south-yarra-kooyong-mlc-2,02 Aug 14,3,regular,Round 3,Royal South Yarra,Kooyong MLC 2,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA002041,09 Aug 14,4,regular,Round 4,Carmelite 2,Royal South Yarra,0,10,0,6,,,8,36,Completed,
AA002042,09 Aug 14,4,regular,Round 4,Kooyong MLC 2,Carmelite 1,2,8,2,4,,,20,30,Completed,
AA002043,09 Aug 14,4,regular,Round 4,Port Melbourne 2,Kooyong MLC 1,8,2,4,2,,,33,28,Completed,
pending-aa002-r4-bye-port-melbourne-1,09 Aug 14,4,regular,Round 4,Bye,Port Melbourne 1,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002051,16 Aug 14,5,regular,Round 5,Kooyong MLC 1,Port Melbourne 1,5,5,3,3,,,31,31,Completed,
AA002052,16 Aug 14,5,regular,Round 5,Port Melbourne 2,Kooyong MLC 2,2,8,2,4,,,21,28,Completed,
AA002054,16 Aug 14,5,regular,Round 5,Royal South Yarra,Carmelite 1,2,8,2,4,,,20,34,Completed,
