fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA012011,31 Jan 16,1,regular,Round 1,Dendy Park,St Mary's,7,3,3,3,,,30,29,Completed,
UA012012,31 Jan 16,1,regular,Round 1,Royal South Yarra,Mentone,2,8,2,4,,,20,31,Completed,
UA012013,31 Jan 16,1,regular,Round 1,Tennis World,GPHC,7,3,3,3,,,26,25,Completed,
UA012014,31 Jan 16,1,regular,Round 1,Caulfield Rec,Le Page,10,0,6,0,,,36,7,Completed,
UA012021,07 Feb 16,2,regular,Round 2,Le Page,Dendy Park,3,7,3,3,,,30,31,Completed,
UA012022,07 Feb 16,2,regular,Round 2,St Mary's,Royal South Yarra,7,3,3,3,,,25,23,Completed,
UA012023,07 Feb 16,2,regular,Round 2,Mentone,Tennis World,3,7,3,3,,,23,28,Completed,
UA012024,07 Feb 16,2,regular,Round 2,GPHC,Caulfield Rec,7,3,3,3,,,30,24,Completed,
UA012031,14 Feb 16,3,regular,Round 3,Dendy Park,GPHC,0,10,0,6,,,16,36,Completed,
UA012032,14 Feb 16,3,regular,Round 3,Royal South Yarra,Le Page,1,9,1,5,,,27,38,Completed,
UA012033,14 Feb 16,3,regular,Round 3,Tennis World,St Mary's,10,0,6,0,,,36,12,Completed,
UA012034,14 Feb 16,3,regular,Round 3,Caulfield Rec,Mentone,9,1,5,1,,,33,22,Completed,
UA012041,21 Feb 16,4,regular,Round 4,Mentone,Dendy Park,2,8,2,4,,,26,31,Completed,
UA012042,21 Feb 16,4,regular,Round 4,GPHC,Royal South Yarra,8,2,4,2,,,33,26,Completed,
UA012043,21 Feb 16,4,regular,Round 4,Le Page,Tennis World,0,10,0,6,,,6,36,Completed,
UA012044,21 Feb 16,4,regular,Round 4,St Mary's,Caulfield Rec,9,1,5,1,,,33,18,Completed,
UA012051,28 Feb 16,5,regular,Round 5,Tennis World,Caulfield Rec,9,1,5,1,,,37,20,Completed,
UA012052,28 Feb 16,5,regular,Round 5,Le Page,GPHC,2,8,2,4,,,21,28,Completed,
UA012053,28 Feb 16,5,regular,Round 5,Mentone,St Mary's,2,8,2,4,,,23,32,Completed,
UA012054,28 Feb 16,5,regular,Round 5,Dendy Park,Royal South Yarra,8,2,4,2,,,26,22,Completed,
UA012061,06 Mar 16,6,regular,Round 6,Royal South Yarra,Tennis World,0,10,0,6,,,21,37,Completed,
UA012062,06 Mar 16,6,regular,Round 6,Caulfield Rec,Dendy Park,5,5,3,3,,,28,28,Completed,
UA012063,06 Mar 16,6,regular,Round 6,GPHC,Mentone,7,3,3,3,,,25,21,Completed,
UA012064,06 Mar 16,6,regular,Round 6,St Mary's,Le Page,9,1,5,1,,,31,17,Completed,
UA012071,20 Mar 16,7,regular,Round 7,Dendy Park,Tennis World,2,8,2,4,,,16,30,Completed,
UA012072,20 Mar 16,7,regular,Round 7,Royal South Yarra,Caulfield Rec,8,2,4,2,,,32,19,Completed,
UA012073,20 Mar 16,7,regular,Round 7,Le Page,Mentone,3,7,3,3,,,26,28,Completed,
UA012074,20 Mar 16,7,regular,Round 7,GPHC,St Mary's,8,2,4,2,,,34,22,Completed,
UA012082,17 Apr 16,8,regular,Round 8,Mentone,Royal South Yarra,1,9,1,5,,,14,30,Completed,
UA012083,17 Apr 16,8,regular,Round 8,GPHC,Tennis World,3,7,3,3,,,25,26,Completed,
UA012084,17 Apr 16,8,regular,Round 8,Le Page,Caulfield Rec,3,1,3,1,,,23,16,Completed,
pending-ua012-r8-st-mary-s-dendy-park,17 Apr 16,8,regular,Round 8,St Mary's,Dendy Park,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
UA012091,24 Apr 16,9,regular,Round 9,Dendy Park,Le Page,8,2,4,2,,,29,27,Completed,
UA012092,24 Apr 16,9,regular,Round 9,Royal South Yarra,St Mary's,1,9,1,5,,,16,34,Completed,
UA012093,24 Apr 16,9,regular,Round 9,Tennis World,Mentone,10,0,6,0,,,36,19,Completed,
UA012094,24 Apr 16,9,regular,Round 9,Caulfield Rec,GPHC,3,7,3,3,,,27,28,Completed,
UA012101,01 May 16,10,regular,Round 10,GPHC,Dendy Park,8,2,4,2,,,33,30,Completed,
UA012102,01 May 16,10,regular,Round 10,Le Page,Royal South Yarra,2,8,2,4,,,20,29,Completed,
UA012103,01 May 16,10,regular,Round 10,St Mary's,Tennis World,2,8,2,4,,,25,33,Completed,
UA012104,01 May 16,10,regular,Round 10,Mentone,Caulfield Rec,3,7,3,3,,,31,32,Completed,
pending-ua012-r11-caulfield-rec-st-mary-s,08 May 16,11,regular,Round 11,Caulfield Rec,St Mary's,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua012-r11-dendy-park-mentone,08 May 16,11,regular,Round 11,Dendy Park,Mentone,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua012-r11-royal-south-yarra-gphc,08 May 16,11,regular,Round 11,Royal South Yarra,GPHC,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua012-r11-tennis-world-le-page,08 May 16,11,regular,Round 11,Tennis World,Le Page,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA012121,15 May 16,12,regular,Round 12,Caulfield Rec,Tennis World,2,8,2,4,,,24,35,Completed,
UA012123,15 May 16,12,regular,Round 12,St Mary's,Mentone,2,8,2,4,,,21,31,Completed,
UA012124,15 May 16,12,regular,Round 12,Royal South Yarra,Dendy Park,10,0,6,0,,,37,17,Completed,
pending-ua012-r12-gphc-le-page,15 May 16,12,regular,Round 12,GPHC,Le Page,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
UA012131,22 May 16,13,regular,Round 13,Tennis World,Royal South Yarra,8,2,4,2,,,30,20,Completed,
UA012132,22 May 16,13,regular,Round 13,Dendy Park,Caulfield Rec,3,7,3,3,,,29,30,Completed,
UA012133,22 May 16,13,regular,Round 13,Mentone,GPHC,1,9,1,5,,,15,34,Completed,
UA012134,22 May 16,13,regular,Round 13,Le Page,St Mary's,3,7,3,3,,,23,28,Completed,
UA012141,29 May 16,14,regular,Round 14,Tennis World,Dendy Park,8,2,4,2,,,29,22,Completed,
UA012142,29 May 16,14,regular,Round 14,Caulfield Rec,Royal South Yarra,8,2,4,2,,,34,23,Completed,
UA012143,29 May 16,14,regular,Round 14,Mentone,Le Page,2,8,2,4,,,25,28,Completed,
UA012144,29 May 16,14,regular,Round 14,St Mary's,GPHC,1,9,1,5,,,15,31,Completed,
UA012301,,16,semi_final,Semi-final,Tennis World,Caulfield Rec,9,1,5,1,,,33,20,Completed,
UA012302,,16,semi_final,Semi-final,GPHC,St Mary's,8,2,4,2,,,29,19,Completed,
UA012321,,17,grand_final,Grand final · TROLS entry 2,Tennis World,GPHC,10,0,6,0,,,36,15,Completed,
