fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA010011,18 Jul 26,1,regular,Round 1,Coatesville,Clarinda,0,10,0,6,,,15,36,Completed,
AA010012,18 Jul 26,1,regular,Round 1,Mentone,St James,0,10,0,6,,,14,37,Completed,
AA010013,18 Jul 26,1,regular,Round 1,St Joan of Arc,Royal Ave,2,8,2,4,,,21,29,Completed,
pending-aa010-r1-st-louis-de-mont-bye,18 Jul 26,1,regular,Round 1,St Louis de Mont,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA010022,25 Jul 26,2,regular,Round 2,Clarinda,Mentone,10,0,6,0,,,36,8,Completed,
AA010023,25 Jul 26,2,regular,Round 2,St James,St Joan of Arc,2,8,2,4,,,26,33,Completed,
AA010024,25 Jul 26,2,regular,Round 2,Royal Ave,St Louis de Mont,9,1,5,1,,,34,18,Completed,
pending-aa010-r2-bye-coatesville,25 Jul 26,2,regular,Round 2,Bye,Coatesville,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA010031,01 Aug 26,3,regular,Round 3,Coatesville,Royal Ave,2,8,2,4,,,19,27,Completed,
AA010033,01 Aug 26,3,regular,Round 3,St Joan of Arc,Clarinda,8,2,4,2,,,30,23,Completed,
AA010034,01 Aug 26,3,regular,Round 3,St Louis de Mont,St James,2,8,2,4,,,28,28,Completed,
pending-aa010-r3-mentone-bye,01 Aug 26,3,regular,Round 3,Mentone,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA010041,08 Aug 26,4,regular,Round 4,St James,Coatesville,9,1,5,1,,,35,25,Completed,
AA010042,08 Aug 26,4,regular,Round 4,Royal Ave,Mentone,9,1,5,1,,,34,15,Completed,
AA010044,08 Aug 26,4,regular,Round 4,Clarinda,St Louis de Mont,9,1,5,1,,,31,13,Completed,
pending-aa010-r4-bye-st-joan-of-arc,08 Aug 26,4,regular,Round 4,Bye,St Joan of Arc,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA010051,15 Aug 26,5,regular,Round 5,St Joan of Arc,St Louis de Mont,9,1,5,1,,,32,19,Completed,
AA010053,15 Aug 26,5,regular,Round 5,St James,Clarinda,2,8,2,4,,,21,30,Completed,
AA010054,15 Aug 26,5,regular,Round 5,Coatesville,Mentone,8,2,4,2,,,33,20,Completed,
pending-aa010-r5-bye-royal-ave,15 Aug 26,5,regular,Round 5,Bye,Royal Ave,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA010061,22 Aug 26,6,regular,Round 6,Mentone,St Joan of Arc,0,10,0,6,,,13,37,Completed,
AA010062,22 Aug 26,6,regular,Round 6,St Louis de Mont,Coatesville,8,2,4,2,,,29,26,Completed,
AA010063,22 Aug 26,6,regular,Round 6,Royal Ave,St James,8,2,4,2,,,35,22,Completed,
pending-aa010-r6-clarinda-bye,22 Aug 26,6,regular,Round 6,Clarinda,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA010071,29 Aug 26,7,regular,Round 7,Coatesville,St Joan of Arc,1,9,1,5,,,15,35,Completed,
AA010072,29 Aug 26,7,regular,Round 7,Mentone,St Louis de Mont,2,8,2,4,,,20,26,Completed,
AA010074,29 Aug 26,7,regular,Round 7,Royal Ave,Clarinda,1,9,1,5,,,12,35,Completed,
pending-aa010-r7-bye-st-james,29 Aug 26,7,regular,Round 7,Bye,St James,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa010-r8-bye-st-louis-de-mont,05 Sep 26,8,regular,Round 8,Bye,St Louis de Mont,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa010-r8-clarinda-coatesville,05 Sep 26,8,regular,Round 8,Clarinda,Coatesville,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa010-r8-royal-ave-st-joan-of-arc,05 Sep 26,8,regular,Round 8,Royal Ave,St Joan of Arc,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa010-r8-st-james-mentone,05 Sep 26,8,regular,Round 8,St James,Mentone,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA010092,12 Sep 26,9,regular,Round 9,Mentone,Clarinda,0,10,0,6,,,10,36,Completed,
AA010093,12 Sep 26,9,regular,Round 9,St Joan of Arc,St James,10,0,6,0,,,38,20,Completed,
pending-aa010-r9-coatesville-bye,12 Sep 26,9,regular,Round 9,Coatesville,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa010-r9-st-louis-de-mont-royal-ave,12 Sep 26,9,regular,Round 9,St Louis de Mont,Royal Ave,,,,,,,,,Missing Result,No individual scorecard / no rubbers recorded
