draw_id,date,round,stage,round_label,home_team,away_team,fixture_id
draw-ua016-r1-dendy-park-kooyong,19 Jul 26,1,regular,Round 1,Dendy Park,Kooyong,
draw-ua016-r1-highett-murrumbeena,19 Jul 26,1,regular,Round 1,Highett,Murrumbeena,
draw-ua016-r1-kings-park-elsternwick-park,19 Jul 26,1,regular,Round 1,Kings Park,Elsternwick Park,
draw-ua016-r1-lauriston-st-pats-mentone,19 Jul 26,1,regular,Round 1,Lauriston,St Pats Mentone,
draw-ua016-r2-elsternwick-park-highett,26 Jul 26,2,regular,Round 2,Elsternwick Park,Highett,
draw-ua016-r2-kooyong-kings-park,26 Jul 26,2,regular,Round 2,Kooyong,Kings Park,
draw-ua016-r2-murrumbeena-lauriston,26 Jul 26,2,regular,Round 2,Murrumbeena,Lauriston,
draw-ua016-r2-st-pats-mentone-dendy-park,26 Jul 26,2,regular,Round 2,St Pats Mentone,Dendy Park,
draw-ua016-r3-dendy-park-murrumbeena,2 Aug 26,3,regular,Round 3,Dendy Park,Murrumbeena,
draw-ua016-r3-highett-kooyong,2 Aug 26,3,regular,Round 3,Highett,Kooyong,
draw-ua016-r3-kings-park-st-pats-mentone,2 Aug 26,3,regular,Round 3,Kings Park,St Pats Mentone,
draw-ua016-r3-lauriston-elsternwick-park,2 Aug 26,3,regular,Round 3,Lauriston,Elsternwick Park,
draw-ua016-r4-elsternwick-park-dendy-park,9 Aug 26,4,regular,Round 4,Elsternwick Park,Dendy Park,
draw-ua016-r4-kooyong-lauriston,9 Aug 26,4,regular,Round 4,Kooyong,Lauriston,
draw-ua016-r4-murrumbeena-kings-park,9 Aug 26,4,regular,Round 4,Murrumbeena,Kings Park,
draw-ua016-r4-st-pats-mentone-highett,9 Aug 26,4,regular,Round 4,St Pats Mentone,Highett,
draw-ua016-r5-kings-park-highett,16 Aug 26,5,regular,Round 5,Kings Park,Highett,
draw-ua016-r5-kooyong-st-pats-mentone,16 Aug 26,5,regular,Round 5,Kooyong,St Pats Mentone,
draw-ua016-r5-lauriston-dendy-park,16 Aug 26,5,regular,Round 5,Lauriston,Dendy Park,
draw-ua016-r5-murrumbeena-elsternwick-park,16 Aug 26,5,regular,Round 5,Murrumbeena,Elsternwick Park,
draw-ua016-r6-dendy-park-kings-park,23 Aug 26,6,regular,Round 6,Dendy Park,Kings Park,
draw-ua016-r6-elsternwick-park-kooyong,23 Aug 26,6,regular,Round 6,Elsternwick Park,Kooyong,
draw-ua016-r6-highett-lauriston,23 Aug 26,6,regular,Round 6,Highett,Lauriston,
draw-ua016-r6-st-pats-mentone-murrumbeena,23 Aug 26,6,regular,Round 6,St Pats Mentone,Murrumbeena,
draw-ua016-r7-dendy-park-highett,30 Aug 26,7,regular,Round 7,Dendy Park,Highett,
draw-ua016-r7-elsternwick-park-st-pats-mentone,30 Aug 26,7,regular,Round 7,Elsternwick Park,St Pats Mentone,
draw-ua016-r7-lauriston-kings-park,30 Aug 26,7,regular,Round 7,Lauriston,Kings Park,
draw-ua016-r7-murrumbeena-kooyong,30 Aug 26,7,regular,Round 7,Murrumbeena,Kooyong,
draw-ua016-r8-elsternwick-park-kings-park,6 Sep 26,8,regular,Round 8,Elsternwick Park,Kings Park,
draw-ua016-r8-kooyong-dendy-park,6 Sep 26,8,regular,Round 8,Kooyong,Dendy Park,
draw-ua016-r8-murrumbeena-highett,6 Sep 26,8,regular,Round 8,Murrumbeena,Highett,
draw-ua016-r8-st-pats-mentone-lauriston,6 Sep 26,8,regular,Round 8,St Pats Mentone,Lauriston,
draw-ua016-r9-dendy-park-st-pats-mentone,13 Sep 26,9,regular,Round 9,Dendy Park,St Pats Mentone,
draw-ua016-r9-highett-elsternwick-park,13 Sep 26,9,regular,Round 9,Highett,Elsternwick Park,
draw-ua016-r9-kings-park-kooyong,13 Sep 26,9,regular,Round 9,Kings Park,Kooyong,
draw-ua016-r9-lauriston-murrumbeena,13 Sep 26,9,regular,Round 9,Lauriston,Murrumbeena,
draw-ua016-r10-elsternwick-park-lauriston,11 Oct 26,10,regular,Round 10,Elsternwick Park,Lauriston,
draw-ua016-r10-kooyong-highett,11 Oct 26,10,regular,Round 10,Kooyong,Highett,
draw-ua016-r10-murrumbeena-dendy-park,11 Oct 26,10,regular,Round 10,Murrumbeena,Dendy Park,
draw-ua016-r10-st-pats-mentone-kings-park,11 Oct 26,10,regular,Round 10,St Pats Mentone,Kings Park,
draw-ua016-r11-dendy-park-elsternwick-park,18 Oct 26,11,regular,Round 11,Dendy Park,Elsternwick Park,
draw-ua016-r11-highett-st-pats-mentone,18 Oct 26,11,regular,Round 11,Highett,St Pats Mentone,
draw-ua016-r11-kings-park-murrumbeena,18 Oct 26,11,regular,Round 11,Kings Park,Murrumbeena,
draw-ua016-r11-lauriston-kooyong,18 Oct 26,11,regular,Round 11,Lauriston,Kooyong,
draw-ua016-r12-dendy-park-lauriston,25 Oct 26,12,regular,Round 12,Dendy Park,Lauriston,
draw-ua016-r12-elsternwick-park-murrumbeena,25 Oct 26,12,regular,Round 12,Elsternwick Park,Murrumbeena,
draw-ua016-r12-highett-kings-park,25 Oct 26,12,regular,Round 12,Highett,Kings Park,
draw-ua016-r12-st-pats-mentone-kooyong,25 Oct 26,12,regular,Round 12,St Pats Mentone,Kooyong,
draw-ua016-r13-kings-park-dendy-park,8 Nov 26,13,regular,Round 13,Kings Park,Dendy Park,
draw-ua016-r13-kooyong-elsternwick-park,8 Nov 26,13,regular,Round 13,Kooyong,Elsternwick Park,
draw-ua016-r13-lauriston-highett,8 Nov 26,13,regular,Round 13,Lauriston,Highett,
draw-ua016-r13-murrumbeena-st-pats-mentone,8 Nov 26,13,regular,Round 13,Murrumbeena,St Pats Mentone,
draw-ua016-r14-highett-dendy-park,15 Nov 26,14,regular,Round 14,Highett,Dendy Park,
draw-ua016-r14-kings-park-lauriston,15 Nov 26,14,regular,Round 14,Kings Park,Lauriston,
draw-ua016-r14-kooyong-murrumbeena,15 Nov 26,14,regular,Round 14,Kooyong,Murrumbeena,
draw-ua016-r14-st-pats-mentone-elsternwick-park,15 Nov 26,14,regular,Round 14,St Pats Mentone,Elsternwick Park,
draw-ua6-ua016-UA016301,,16,semi_final,Semi-final,All Souls,Victory Park,UA016301
draw-ua6-ua016-UA016302,,16,semi_final,Semi-final,Mordialloc,Bodley Tennis Plus,UA016302
draw-ua6-ua016-UA016321,,17,grand_final,Grand final · TROLS entry 2,All Souls,Mordialloc,UA016321
