fixture_id,date,round,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA002011,19 Jul 26,1,BLTC Blue,BLTC White,7,0,3,0,5,0,35,16,Completed,
UA002012,19 Jul 26,1,Kings Park,BLTC Green,0,7,0,3,0,5,8,32,Completed,
UA002013,19 Jul 26,1,Kooyong,Tennis World,2,6,1,2,2,4,34,34,Completed,
UA002014,19 Jul 26,1,Mentone,Murrumbeena,7,2,3,0,5,2,44,35,Completed,
UA002021,26 Jul 26,2,Murrumbeena,BLTC Blue,2,5,1,2,2,3,22,23,Completed,
UA002022,26 Jul 26,2,BLTC White,Kings Park,7,0,3,0,5,0,34,18,Completed,
UA002023,26 Jul 26,2,BLTC Green,Kooyong,6,1,2,1,4,1,33,18,Completed,
UA002024,26 Jul 26,2,Tennis World,Mentone,7,1,3,0,5,1,36,21,Completed,
UA002031,2 Aug 26,3,BLTC Blue,Tennis World,5,2,2,1,3,2,24,19,Completed,
UA002032,2 Aug 26,3,Kings Park,Murrumbeena,1,7,0,3,1,5,28,40,Completed,
UA002033,2 Aug 26,3,Kooyong,BLTC White,0,7,0,3,0,5,8,32,Completed,
UA002034,2 Aug 26,3,Mentone,BLTC Green,2,5,1,2,2,3,25,21,Completed,
UA002041,9 Aug 26,4,BLTC Green,BLTC Blue,3.5,3.5,0,0,0,0,0,0,Completed,
UA002042,9 Aug 26,4,Tennis World,Kings Park,7,0,3,0,5,0,32,8,Completed,
UA002043,9 Aug 26,4,Murrumbeena,Kooyong,5,3,2,1,3,3,27,34,Completed,
pending-ua002-r4-bltc-white-mentone,9 Aug 26,4,BLTC White,Mentone,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA002051,16 Aug 26,5,Kooyong,Mentone,6,2,2,1,4,2,29,29,Completed,
UA002052,16 Aug 26,5,Murrumbeena,Tennis World,0,7,0,3,0,5,10,32,Completed,
UA002053,16 Aug 26,5,BLTC Green,BLTC White,6,2,2,1,4,2,33,29,Completed,
pending-ua002-r5-bltc-blue-kings-park,16 Aug 26,5,BLTC Blue,Kings Park,,,,,,,,,Forfeited To,No individual scorecard / no rubbers recorded
UA002061,23 Aug 26,6,Kings Park,Kooyong,2,6,1,2,2,4,20,35,Completed,
UA002062,23 Aug 26,6,Mentone,BLTC Blue,7,0,3,0,5,0,32,9,Completed,
UA002063,23 Aug 26,6,Tennis World,BLTC Green,5,3,2,1,3,3,30,32,Completed,
UA002064,23 Aug 26,6,BLTC White,Murrumbeena,7,1,3,0,5,1,40,28,Completed,
UA002072,30 Aug 26,7,Kings Park,Mentone,2,6,1,2,2,4,33,35,Completed,
UA002073,30 Aug 26,7,Murrumbeena,BLTC Green,1,7,0,3,1,5,23,35,Completed,
UA002074,30 Aug 26,7,Tennis World,BLTC White,6,1,2,1,4,1,33,19,Completed,
pending-ua002-r7-bltc-blue-kooyong,30 Aug 26,7,BLTC Blue,Kooyong,,,,,,,,,Forfeited To,No individual scorecard / no rubbers recorded
UA002081,6 Sep 26,8,BLTC White,BLTC Blue,5,2,2,1,3,2,26,19,Completed,
UA002082,6 Sep 26,8,BLTC Green,Kings Park,6,2,2,1,4,2,37,26,Completed,
UA002083,6 Sep 26,8,Tennis World,Kooyong,7,0,3,0,5,0,33,13,Completed,
UA002084,6 Sep 26,8,Murrumbeena,Mentone,1,7,0,3,1,5,17,35,Completed,
UA002092,13 Sep 26,9,Kings Park,BLTC White,1,7,0,3,1,5,29,39,Completed,
UA002093,13 Sep 26,9,Kooyong,BLTC Green,0,7,0,3,0,5,11,33,Completed,
UA002094,13 Sep 26,9,Mentone,Tennis World,2,5,1,2,2,3,23,25,Completed,
pending-ua002-r9-bltc-blue-murrumbeena,13 Sep 26,9,BLTC Blue,Murrumbeena,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
