fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA002011,20 Jul 13,1,regular,Round 1,Carmelite 2,Carmelite 1,6,4,3,1,,,22,18,Completed,
pending-aa002-r1-kooyong-mlc2-kooyong-3,20 Jul 13,1,regular,Round 1,Kooyong MLC2,Kooyong 3,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r1-port-melbourne-port-melbourne-mlc1,20 Jul 13,1,regular,Round 1,Port Melbourne,Port Melbourne MLC1,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA002021,27 Jul 13,2,regular,Round 2,Kooyong 3,Carmelite 2,8,0,4,2,,,32,19,Completed,
AA002022,27 Jul 13,2,regular,Round 2,Port Melbourne MLC1,Kooyong MLC2,10,0,6,0,,,37,14,Completed,
AA002023,27 Jul 13,2,regular,Round 2,Carmelite 1,Port Melbourne,3,7,3,3,,,25,29,Completed,
AA002031,03 Aug 13,3,regular,Round 3,Carmelite 2,Port Melbourne,8,0,4,2,,,29,21,Completed,
AA002032,03 Aug 13,3,regular,Round 3,Kooyong MLC2,Carmelite 1,8,2,4,2,,,30,24,Completed,
AA002033,03 Aug 13,3,regular,Round 3,Kooyong 3,Port Melbourne MLC1,2,9,2,4,,,21,29,Completed,
AA002041,10 Aug 13,4,regular,Round 4,Port Melbourne MLC1,Carmelite 2,9,1,5,1,,,32,19,Completed,
AA002042,10 Aug 13,4,regular,Round 4,Carmelite 1,Kooyong 3,7,10,3,3,,,32,21,Completed,
AA002043,10 Aug 13,4,regular,Round 4,Port Melbourne,Kooyong MLC2,0,0,0,6,,,13,36,Completed,
AA002051,17 Aug 13,5,regular,Round 5,Carmelite 2,Kooyong MLC2,2,9,2,4,,,21,28,Completed,
AA002052,17 Aug 13,5,regular,Round 5,Port Melbourne MLC1,Carmelite 1,7,3,3,3,,,29,27,Completed,
pending-aa002-r5-kooyong-3-port-melbourne,17 Aug 13,5,regular,Round 5,Kooyong 3,Port Melbourne,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002062,24 Aug 13,6,regular,Round 6,Port Melbourne MLC1,Port Melbourne,3,8,3,3,,,25,28,Completed,
AA002063,24 Aug 13,6,regular,Round 6,Kooyong 3,Kooyong MLC2,7,2,3,3,,,28,25,Completed,
pending-aa002-r6-carmelite-1-carmelite-2,24 Aug 13,6,regular,Round 6,Carmelite 1,Carmelite 2,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002071,31 Aug 13,7,regular,Round 7,Carmelite 2,Kooyong 3,0,10,0,6,,,6,36,Completed,
AA002072,31 Aug 13,7,regular,Round 7,Kooyong MLC2,Port Melbourne MLC1,10,0,6,0,,,36,6,Completed,
AA002073,31 Aug 13,7,regular,Round 7,Port Melbourne,Carmelite 1,8,0,4,2,,,25,20,Completed,
AA002081,07 Sep 13,8,regular,Round 8,Port Melbourne,Carmelite 2,7,3,3,3,,,33,31,Completed,
AA002082,07 Sep 13,8,regular,Round 8,Carmelite 1,Kooyong MLC2,7,8,3,3,,,29,27,Completed,
AA002083,07 Sep 13,8,regular,Round 8,Port Melbourne MLC1,Kooyong 3,3,2,3,3,,,31,33,Completed,
AA002092,14 Sep 13,9,regular,Round 9,Kooyong 3,Carmelite 1,10,1,6,0,,,36,8,Completed,
AA002093,14 Sep 13,9,regular,Round 9,Kooyong MLC2,Port Melbourne,2,9,2,4,,,21,30,Completed,
pending-aa002-r9-carmelite-2-port-melbourne-mlc1,14 Sep 13,9,regular,Round 9,Carmelite 2,Port Melbourne MLC1,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002101,12 Oct 13,10,regular,Round 10,Kooyong MLC2,Carmelite 2,9,9,5,1,,,36,18,Completed,
AA002102,12 Oct 13,10,regular,Round 10,Carmelite 1,Port Melbourne MLC1,1,8,1,5,,,18,36,Completed,
