fixture_id,date,round,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA005011,18 Jul 26,1,Coatesville White,Coatesville Blue,8,2,4,2,,,35,23,Completed,
AA005012,18 Jul 26,1,BLTC,Aspendale,2,8,2,4,,,20,31,Completed,
AA005013,18 Jul 26,1,Carmelite,Glen Huntly,2,8,2,4,,,27,35,Completed,
AA005014,18 Jul 26,1,Maccabi,Kooyong,2,8,2,4,,,22,31,Completed,
AA005021,25 Jul 26,2,Kooyong,Coatesville White,1.5,8.5,1,4,,,15,31,Completed,
AA005022,25 Jul 26,2,Coatesville Blue,BLTC,9,1,5,1,,,36,23,Completed,
AA005023,25 Jul 26,2,Aspendale,Carmelite,10,0,6,0,,,37,14,Completed,
AA005024,25 Jul 26,2,Glen Huntly,Maccabi,3,7,3,3,,,28,31,Completed,
AA005031,1 Aug 26,3,Coatesville White,Glen Huntly,3,7,3,3,,,30,34,Completed,
AA005032,1 Aug 26,3,BLTC,Kooyong,2,8,2,4,,,25,32,Completed,
AA005033,1 Aug 26,3,Carmelite,Coatesville Blue,3,7,3,3,,,27,32,Completed,
AA005034,1 Aug 26,3,Maccabi,Aspendale,2,8,2,4,,,18,29,Completed,
AA005041,8 Aug 26,4,Aspendale,Coatesville White,8,2,4,2,,,26,21,Completed,
AA005042,8 Aug 26,4,Glen Huntly,BLTC,9,1,5,1,,,32,13,Completed,
AA005043,8 Aug 26,4,Kooyong,Carmelite,8,2,4,2,,,28,18,Completed,
AA005044,8 Aug 26,4,Coatesville Blue,Maccabi,8,2,4,2,,,29,24,Completed,
AA005051,15 Aug 26,5,Carmelite,Maccabi,0,10,0,6,,,16,37,Completed,
AA005052,15 Aug 26,5,Kooyong,Glen Huntly,2,8,2,4,,,17,29,Completed,
AA005053,15 Aug 26,5,Aspendale,Coatesville Blue,8,2,4,2,,,34,21,Completed,
AA005054,15 Aug 26,5,Coatesville White,BLTC,8,2,4,2,,,27,27,Completed,
AA005061,22 Aug 26,6,BLTC,Carmelite,10,0,6,0,,,36,13,Completed,
AA005063,22 Aug 26,6,Glen Huntly,Aspendale,8,2,2,0,,,12,0,Completed,
AA005064,22 Aug 26,6,Coatesville Blue,Kooyong,5,5,3,3,,,28,28,Completed,
pending-aa005-r6-maccabi-coatesville-white,22 Aug 26,6,Maccabi,Coatesville White,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA005071,29 Aug 26,7,Coatesville White,Carmelite,8,2,4,2,,,32,20,Completed,
AA005072,29 Aug 26,7,BLTC,Maccabi,8,2,4,2,,,27,20,Completed,
AA005073,29 Aug 26,7,Kooyong,Aspendale,2,8,2,4,,,23,29,Completed,
AA005074,29 Aug 26,7,Glen Huntly,Coatesville Blue,8,2,4,2,,,36,28,Completed,
pending-aa005-r8-aspendale-bltc,5 Sep 26,8,Aspendale,BLTC,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa005-r8-coatesville-blue-coatesville-white,5 Sep 26,8,Coatesville Blue,Coatesville White,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa005-r8-glen-huntly-carmelite,5 Sep 26,8,Glen Huntly,Carmelite,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa005-r8-kooyong-maccabi,5 Sep 26,8,Kooyong,Maccabi,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA005091,12 Sep 26,9,Coatesville White,Kooyong,2,8,2,4,,,26,34,Completed,
AA005092,12 Sep 26,9,BLTC,Coatesville Blue,8,2,4,2,,,33,25,Completed,
AA005094,12 Sep 26,9,Maccabi,Glen Huntly,8,2,4,2,,,29,25,Completed,
pending-aa005-r9-carmelite-aspendale,12 Sep 26,9,Carmelite,Aspendale,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
