fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA017011,19 Jul 26,1,regular,Round 1,Lauriston Red,Lauriston Blue,10,0,6,0,,,36,10,Completed,
UA017013,19 Jul 26,1,regular,Round 1,Hurlingham Park,Black Rock,9,1,5,1,,,33,18,Completed,
UA017014,19 Jul 26,1,regular,Round 1,Murrumbeena,St Joan of Arc,2,8,2,4,,,19,30,Completed,
pending-ua017-r1-bye-kings-park,19 Jul 26,1,regular,Round 1,Bye,Kings Park,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA017021,26 Jul 26,2,regular,Round 2,St Joan of Arc,Lauriston Red,2,8,2,4,,,21,30,Completed,
UA017023,26 Jul 26,2,regular,Round 2,Kings Park,Hurlingham Park,9,1,5,1,,,33,10,Completed,
UA017024,26 Jul 26,2,regular,Round 2,Black Rock,Murrumbeena,2,8,2,4,,,23,31,Completed,
pending-ua017-r2-lauriston-blue-bye,26 Jul 26,2,regular,Round 2,Lauriston Blue,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA017031,02 Aug 26,3,regular,Round 3,Lauriston Red,Black Rock,10,0,6,0,,,37,10,Completed,
UA017033,02 Aug 26,3,regular,Round 3,Hurlingham Park,Lauriston Blue,10,0,6,0,,,36,14,Completed,
UA017034,02 Aug 26,3,regular,Round 3,Murrumbeena,Kings Park,2,8,2,4,,,23,27,Completed,
pending-ua017-r3-bye-st-joan-of-arc,02 Aug 26,3,regular,Round 3,Bye,St Joan of Arc,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA017044,09 Aug 26,4,regular,Round 4,Lauriston Blue,Murrumbeena,7,3,3,3,,,32,31,Completed,
pending-ua017-r4-black-rock-bye,09 Aug 26,4,regular,Round 4,Black Rock,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-ua017-r4-kings-park-lauriston-red,09 Aug 26,4,regular,Round 4,Kings Park,Lauriston Red,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua017-r4-st-joan-of-arc-hurlingham-park,09 Aug 26,4,regular,Round 4,St Joan of Arc,Hurlingham Park,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA017051,16 Aug 26,5,regular,Round 5,Hurlingham Park,Murrumbeena,1,9,1,5,,,22,35,Completed,
UA017052,16 Aug 26,5,regular,Round 5,St Joan of Arc,Black Rock,10,0,6,0,,,36,10,Completed,
UA017053,16 Aug 26,5,regular,Round 5,Kings Park,Lauriston Blue,9,1,5,1,,,35,24,Completed,
pending-ua017-r5-lauriston-red-bye,16 Aug 26,5,regular,Round 5,Lauriston Red,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA017062,23 Aug 26,6,regular,Round 6,Murrumbeena,Lauriston Red,2,8,2,4,,,23,33,Completed,
UA017063,23 Aug 26,6,regular,Round 6,Black Rock,Kings Park,0,10,0,6,,,19,38,Completed,
UA017064,23 Aug 26,6,regular,Round 6,Lauriston Blue,St Joan of Arc,8,2,4,2,,,27,27,Completed,
pending-ua017-r6-bye-hurlingham-park,23 Aug 26,6,regular,Round 6,Bye,Hurlingham Park,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA017071,30 Aug 26,7,regular,Round 7,Lauriston Red,Hurlingham Park,10,0,6,0,,,36,10,Completed,
UA017073,30 Aug 26,7,regular,Round 7,St Joan of Arc,Kings Park,9,1,5,1,,,36,20,Completed,
UA017074,30 Aug 26,7,regular,Round 7,Black Rock,Lauriston Blue,1,9,1,5,,,18,32,Completed,
pending-ua017-r7-bye-murrumbeena,30 Aug 26,7,regular,Round 7,Bye,Murrumbeena,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA017081,06 Sep 26,8,regular,Round 8,Lauriston Blue,Lauriston Red,0,10,0,6,,,15,36,Completed,
UA017083,06 Sep 26,8,regular,Round 8,Black Rock,Hurlingham Park,8,2,4,2,,,28,19,Completed,
UA017084,06 Sep 26,8,regular,Round 8,St Joan of Arc,Murrumbeena,2,8,2,4,,,26,28,Completed,
pending-ua017-r8-kings-park-bye,06 Sep 26,8,regular,Round 8,Kings Park,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA017091,13 Sep 26,9,regular,Round 9,Lauriston Red,St Joan of Arc,10,0,6,0,,,36,11,Completed,
UA017093,13 Sep 26,9,regular,Round 9,Hurlingham Park,Kings Park,2,8,2,4,,,24,36,Completed,
UA017094,13 Sep 26,9,regular,Round 9,Murrumbeena,Black Rock,9,1,5,1,,,35,18,Completed,
pending-ua017-r9-bye-lauriston-blue,13 Sep 26,9,regular,Round 9,Bye,Lauriston Blue,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
