fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA017011,18 Jul 26,1,regular,Round 1,Clarinda Blue,Clarinda White,0,10,0,6,,,14,36,Completed,
AA017012,18 Jul 26,1,regular,Round 1,Parkdale,BLTC,10,0,6,0,,,36,17,Completed,
AA017013,18 Jul 26,1,regular,Round 1,Ormond Blue,Ormond Green,10,0,6,0,,,37,10,Completed,
pending-aa017-r1-dendy-park-bye,18 Jul 26,1,regular,Round 1,Dendy Park,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA017022,25 Jul 26,2,regular,Round 2,Clarinda White,Parkdale,1,9,1,5,,,10,34,Completed,
AA017023,25 Jul 26,2,regular,Round 2,BLTC,Ormond Blue,3,7,3,3,,,25,29,Completed,
AA017024,25 Jul 26,2,regular,Round 2,Ormond Green,Dendy Park,8,2,4,2,,,30,27,Completed,
pending-aa017-r2-bye-clarinda-blue,25 Jul 26,2,regular,Round 2,Bye,Clarinda Blue,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA017031,01 Aug 26,3,regular,Round 3,Clarinda Blue,Ormond Green,9,1,5,1,,,31,21,Completed,
AA017033,01 Aug 26,3,regular,Round 3,Ormond Blue,Clarinda White,9,1,5,1,,,36,14,Completed,
AA017034,01 Aug 26,3,regular,Round 3,Dendy Park,BLTC,1,9,1,5,,,8,32,Completed,
pending-aa017-r3-parkdale-bye,01 Aug 26,3,regular,Round 3,Parkdale,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA017041,08 Aug 26,4,regular,Round 4,BLTC,Clarinda Blue,10,0,6,0,,,36,8,Completed,
AA017042,08 Aug 26,4,regular,Round 4,Ormond Green,Parkdale,0,10,0,6,,,4,36,Completed,
AA017044,08 Aug 26,4,regular,Round 4,Clarinda White,Dendy Park,8,2,4,2,,,29,20,Completed,
pending-aa017-r4-bye-ormond-blue,08 Aug 26,4,regular,Round 4,Bye,Ormond Blue,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA017051,15 Aug 26,5,regular,Round 5,Ormond Blue,Dendy Park,10,0,6,0,,,36,13,Completed,
AA017053,15 Aug 26,5,regular,Round 5,BLTC,Clarinda White,7,3,3,3,,,30,23,Completed,
AA017054,15 Aug 26,5,regular,Round 5,Clarinda Blue,Parkdale,0,10,0,6,,,8,36,Completed,
pending-aa017-r5-bye-ormond-green,15 Aug 26,5,regular,Round 5,Bye,Ormond Green,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA017061,22 Aug 26,6,regular,Round 6,Parkdale,Ormond Blue,9,1,5,1,,,35,17,Completed,
AA017062,22 Aug 26,6,regular,Round 6,Dendy Park,Clarinda Blue,1.5,8.5,0,3,,,7,24,Completed,
pending-aa017-r6-clarinda-white-bye,22 Aug 26,6,regular,Round 6,Clarinda White,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa017-r6-ormond-green-bltc,22 Aug 26,6,regular,Round 6,Ormond Green,BLTC,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA017071,29 Aug 26,7,regular,Round 7,Clarinda Blue,Ormond Blue,1,9,1,5,,,18,34,Completed,
AA017072,29 Aug 26,7,regular,Round 7,Parkdale,Dendy Park,9,1,5,1,,,34,12,Completed,
AA017074,29 Aug 26,7,regular,Round 7,Ormond Green,Clarinda White,1,9,1,5,,,14,35,Completed,
pending-aa017-r7-bye-bltc,29 Aug 26,7,regular,Round 7,Bye,BLTC,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA017082,05 Sep 26,8,regular,Round 8,BLTC,Parkdale,1,9,1,5,,,14,31,Completed,
AA017083,05 Sep 26,8,regular,Round 8,Ormond Green,Ormond Blue,5,5,0,0,,,0,0,Completed,
pending-aa017-r8-bye-dendy-park,05 Sep 26,8,regular,Round 8,Bye,Dendy Park,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa017-r8-clarinda-white-clarinda-blue,05 Sep 26,8,regular,Round 8,Clarinda White,Clarinda Blue,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA017092,12 Sep 26,9,regular,Round 9,Parkdale,Clarinda White,10,0,6,0,,,36,12,Completed,
AA017093,12 Sep 26,9,regular,Round 9,Ormond Blue,BLTC,2,8,2,4,,,21,32,Completed,
AA017094,12 Sep 26,9,regular,Round 9,Dendy Park,Ormond Green,9,1,5,1,,,32,17,Completed,
pending-aa017-r9-clarinda-blue-bye,12 Sep 26,9,regular,Round 9,Clarinda Blue,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
