draw_id,date,round,stage,round_label,home_team,away_team,fixture_id
draw-ua021-r1-aspendale-gphc,19 Jul 26,1,regular,Round 1,Aspendale,GPHC,UA021014
draw-ua021-r1-coatesville-mentone,19 Jul 26,1,regular,Round 1,Coatesville,Mentone,UA021012
draw-ua021-r1-kings-park-bltc,19 Jul 26,1,regular,Round 1,Kings Park,BLTC,UA021013
draw-ua021-r1-royal-south-yarra-navy-royal-south-yarra-gold,19 Jul 26,1,regular,Round 1,Royal South Yarra Navy,Royal South Yarra Gold,UA021011
draw-ua021-r2-bltc-aspendale,26 Jul 26,2,regular,Round 2,BLTC,Aspendale,UA021024
draw-ua021-r2-gphc-royal-south-yarra-navy,26 Jul 26,2,regular,Round 2,GPHC,Royal South Yarra Navy,UA021021
draw-ua021-r2-mentone-kings-park,26 Jul 26,2,regular,Round 2,Mentone,Kings Park,UA021023
draw-ua021-r2-royal-south-yarra-gold-coatesville,26 Jul 26,2,regular,Round 2,Royal South Yarra Gold,Coatesville,UA021022
draw-ua021-r3-aspendale-mentone,2 Aug 26,3,regular,Round 3,Aspendale,Mentone,UA021034
draw-ua021-r3-coatesville-gphc,2 Aug 26,3,regular,Round 3,Coatesville,GPHC,UA021032
draw-ua021-r3-kings-park-royal-south-yarra-gold,2 Aug 26,3,regular,Round 3,Kings Park,Royal South Yarra Gold,UA021033
draw-ua021-r3-royal-south-yarra-navy-bltc,2 Aug 26,3,regular,Round 3,Royal South Yarra Navy,BLTC,UA021031
draw-ua021-r4-bltc-coatesville,9 Aug 26,4,regular,Round 4,BLTC,Coatesville,pending-ua021-r4-bltc-coatesville
draw-ua021-r4-gphc-kings-park,9 Aug 26,4,regular,Round 4,GPHC,Kings Park,UA021043
draw-ua021-r4-mentone-royal-south-yarra-navy,9 Aug 26,4,regular,Round 4,Mentone,Royal South Yarra Navy,pending-ua021-r4-mentone-royal-south-yarra-navy
draw-ua021-r4-royal-south-yarra-gold-aspendale,9 Aug 26,4,regular,Round 4,Royal South Yarra Gold,Aspendale,UA021044
draw-ua021-r5-gphc-bltc,16 Aug 26,5,regular,Round 5,GPHC,BLTC,UA021052
draw-ua021-r5-kings-park-aspendale,16 Aug 26,5,regular,Round 5,Kings Park,Aspendale,UA021051
draw-ua021-r5-mentone-royal-south-yarra-gold,16 Aug 26,5,regular,Round 5,Mentone,Royal South Yarra Gold,UA021053
draw-ua021-r5-royal-south-yarra-navy-coatesville,16 Aug 26,5,regular,Round 5,Royal South Yarra Navy,Coatesville,UA021054
draw-ua021-r6-aspendale-royal-south-yarra-navy,23 Aug 26,6,regular,Round 6,Aspendale,Royal South Yarra Navy,UA021062
draw-ua021-r6-bltc-mentone,23 Aug 26,6,regular,Round 6,BLTC,Mentone,UA021063
draw-ua021-r6-coatesville-kings-park,23 Aug 26,6,regular,Round 6,Coatesville,Kings Park,UA021061
draw-ua021-r6-royal-south-yarra-gold-gphc,23 Aug 26,6,regular,Round 6,Royal South Yarra Gold,GPHC,UA021064
draw-ua021-r7-bltc-royal-south-yarra-gold,30 Aug 26,7,regular,Round 7,BLTC,Royal South Yarra Gold,UA021074
draw-ua021-r7-coatesville-aspendale,30 Aug 26,7,regular,Round 7,Coatesville,Aspendale,UA021072
draw-ua021-r7-gphc-mentone,30 Aug 26,7,regular,Round 7,GPHC,Mentone,UA021073
draw-ua021-r7-royal-south-yarra-navy-kings-park,30 Aug 26,7,regular,Round 7,Royal South Yarra Navy,Kings Park,UA021071
draw-ua021-r8-bltc-kings-park,6 Sep 26,8,regular,Round 8,BLTC,Kings Park,UA021083
draw-ua021-r8-gphc-aspendale,6 Sep 26,8,regular,Round 8,GPHC,Aspendale,UA021084
draw-ua021-r8-mentone-coatesville,6 Sep 26,8,regular,Round 8,Mentone,Coatesville,UA021082
draw-ua021-r8-royal-south-yarra-gold-royal-south-yarra-navy,6 Sep 26,8,regular,Round 8,Royal South Yarra Gold,Royal South Yarra Navy,UA021081
draw-ua021-r9-aspendale-bltc,13 Sep 26,9,regular,Round 9,Aspendale,BLTC,UA021094
draw-ua021-r9-coatesville-royal-south-yarra-gold,13 Sep 26,9,regular,Round 9,Coatesville,Royal South Yarra Gold,UA021092
draw-ua021-r9-kings-park-mentone,13 Sep 26,9,regular,Round 9,Kings Park,Mentone,UA021093
draw-ua021-r9-royal-south-yarra-navy-gphc,13 Sep 26,9,regular,Round 9,Royal South Yarra Navy,GPHC,UA021091
draw-ua021-r10-bltc-royal-south-yarra-navy,11 Oct 26,10,regular,Round 10,BLTC,Royal South Yarra Navy,
draw-ua021-r10-gphc-coatesville,11 Oct 26,10,regular,Round 10,GPHC,Coatesville,
draw-ua021-r10-mentone-aspendale,11 Oct 26,10,regular,Round 10,Mentone,Aspendale,
draw-ua021-r10-royal-south-yarra-gold-kings-park,11 Oct 26,10,regular,Round 10,Royal South Yarra Gold,Kings Park,
draw-ua021-r11-aspendale-royal-south-yarra-gold,18 Oct 26,11,regular,Round 11,Aspendale,Royal South Yarra Gold,
draw-ua021-r11-coatesville-bltc,18 Oct 26,11,regular,Round 11,Coatesville,BLTC,
draw-ua021-r11-kings-park-gphc,18 Oct 26,11,regular,Round 11,Kings Park,GPHC,
draw-ua021-r11-royal-south-yarra-navy-mentone,18 Oct 26,11,regular,Round 11,Royal South Yarra Navy,Mentone,
draw-ua021-r12-aspendale-kings-park,25 Oct 26,12,regular,Round 12,Aspendale,Kings Park,
draw-ua021-r12-bltc-gphc,25 Oct 26,12,regular,Round 12,BLTC,GPHC,
draw-ua021-r12-coatesville-royal-south-yarra-navy,25 Oct 26,12,regular,Round 12,Coatesville,Royal South Yarra Navy,
draw-ua021-r12-royal-south-yarra-gold-mentone,25 Oct 26,12,regular,Round 12,Royal South Yarra Gold,Mentone,
draw-ua021-r13-gphc-royal-south-yarra-gold,8 Nov 26,13,regular,Round 13,GPHC,Royal South Yarra Gold,
draw-ua021-r13-kings-park-coatesville,8 Nov 26,13,regular,Round 13,Kings Park,Coatesville,
draw-ua021-r13-mentone-bltc,8 Nov 26,13,regular,Round 13,Mentone,BLTC,
draw-ua021-r13-royal-south-yarra-navy-aspendale,8 Nov 26,13,regular,Round 13,Royal South Yarra Navy,Aspendale,
draw-ua021-r14-aspendale-coatesville,15 Nov 26,14,regular,Round 14,Aspendale,Coatesville,
draw-ua021-r14-kings-park-royal-south-yarra-navy,15 Nov 26,14,regular,Round 14,Kings Park,Royal South Yarra Navy,
draw-ua021-r14-mentone-gphc,15 Nov 26,14,regular,Round 14,Mentone,GPHC,
draw-ua021-r14-royal-south-yarra-gold-bltc,15 Nov 26,14,regular,Round 14,Royal South Yarra Gold,BLTC,
