fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA001011,18 Jul 15,1,regular,Round 1,Carmelite 1,Carmelite 2,9,1,5,1,,,34,16,Completed,
AA001012,18 Jul 15,1,regular,Round 1,Kooyong MLC1,Kooyong MLC2,2,8,2,4,,,20,29,Completed,
AA001014,18 Jul 15,1,regular,Round 1,Port Melbourne,Royal South Yarra,7,3,3,3,,,27,23,Completed,
pending-aa001-r1-bye-kooyong-mlc3,18 Jul 15,1,regular,Round 1,Bye,Kooyong MLC3,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001021,25 Jul 15,2,regular,Round 2,Royal South Yarra,Carmelite 1,2,8,2,4,,,23,32,Completed,
AA001022,25 Jul 15,2,regular,Round 2,Carmelite 2,Kooyong MLC1,7,3,3,3,,,27,25,Completed,
AA001024,25 Jul 15,2,regular,Round 2,Kooyong MLC3,Port Melbourne,3,7,3,3,,,31,34,Completed,
pending-aa001-r2-kooyong-mlc2-bye,25 Jul 15,2,regular,Round 2,Kooyong MLC2,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001031,01 Aug 15,3,regular,Round 3,Carmelite 1,Kooyong MLC3,8,2,4,2,,,35,26,Completed,
AA001032,01 Aug 15,3,regular,Round 3,Kooyong MLC1,Royal South Yarra,7,3,3,3,,,25,24,Completed,
AA001034,01 Aug 15,3,regular,Round 3,Port Melbourne,Kooyong MLC2,8,2,4,2,,,32,28,Completed,
pending-aa001-r3-bye-carmelite-2,01 Aug 15,3,regular,Round 3,Bye,Carmelite 2,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001041,08 Aug 15,4,regular,Round 4,Kooyong MLC2,Carmelite 1,8,2,4,2,,,31,29,Completed,
AA001042,08 Aug 15,4,regular,Round 4,Kooyong MLC3,Kooyong MLC1,3,7,3,3,,,21,26,Completed,
AA001044,08 Aug 15,4,regular,Round 4,Carmelite 2,Port Melbourne,0,10,0,6,,,15,37,Completed,
pending-aa001-r4-royal-south-yarra-bye,08 Aug 15,4,regular,Round 4,Royal South Yarra,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001052,15 Aug 15,5,regular,Round 5,Royal South Yarra,Kooyong MLC3,9,1,5,1,,,34,19,Completed,
AA001054,15 Aug 15,5,regular,Round 5,Carmelite 1,Kooyong MLC1,8,2,4,2,,,29,17,Completed,
pending-aa001-r5-bye-port-melbourne,15 Aug 15,5,regular,Round 5,Bye,Port Melbourne,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa001-r5-kooyong-mlc2-carmelite-2,15 Aug 15,5,regular,Round 5,Kooyong MLC2,Carmelite 2,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
AA001062,22 Aug 15,6,regular,Round 6,Port Melbourne,Carmelite 1,2,8,2,4,,,30,27,Completed,
AA001063,22 Aug 15,6,regular,Round 6,Kooyong MLC3,Kooyong MLC2,2,8,2,4,,,20,33,Completed,
AA001064,22 Aug 15,6,regular,Round 6,Carmelite 2,Royal South Yarra,2,8,2,4,,,20,32,Completed,
pending-aa001-r6-kooyong-mlc1-bye,22 Aug 15,6,regular,Round 6,Kooyong MLC1,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001072,29 Aug 15,7,regular,Round 7,Kooyong MLC1,Port Melbourne,0,10,0,6,,,10,37,Completed,
AA001073,29 Aug 15,7,regular,Round 7,Royal South Yarra,Kooyong MLC2,3,7,3,3,,,20,22,Completed,
