draw_id,date,round,stage,round_label,home_team,away_team,fixture_id
draw-ua007-r1-beaumaris-cc-kooyong-green,19 Jul 26,1,regular,Round 1,Beaumaris CC,Kooyong Green,UA007013
draw-ua007-r1-kooyong-purple-gphc,19 Jul 26,1,regular,Round 1,Kooyong Purple,GPHC,UA007012
draw-ua007-r1-maccabi-moorleigh-royal-south-yarra,19 Jul 26,1,regular,Round 1,Maccabi Moorleigh,Royal South Yarra,pending-ua007-r1-maccabi-moorleigh-royal-south-yarra
draw-ua007-r1-tennis-world-mentone,19 Jul 26,1,regular,Round 1,Tennis World,Mentone,UA007014
draw-ua007-r2-gphc-beaumaris-cc,26 Jul 26,2,regular,Round 2,GPHC,Beaumaris CC,UA007023
draw-ua007-r2-kooyong-green-tennis-world,26 Jul 26,2,regular,Round 2,Kooyong Green,Tennis World,UA007024
draw-ua007-r2-mentone-maccabi-moorleigh,26 Jul 26,2,regular,Round 2,Mentone,Maccabi Moorleigh,UA007021
draw-ua007-r2-royal-south-yarra-kooyong-purple,26 Jul 26,2,regular,Round 2,Royal South Yarra,Kooyong Purple,UA007022
draw-ua007-r3-beaumaris-cc-royal-south-yarra,2 Aug 26,3,regular,Round 3,Beaumaris CC,Royal South Yarra,UA007033
draw-ua007-r3-kooyong-purple-mentone,2 Aug 26,3,regular,Round 3,Kooyong Purple,Mentone,UA007032
draw-ua007-r3-maccabi-moorleigh-kooyong-green,2 Aug 26,3,regular,Round 3,Maccabi Moorleigh,Kooyong Green,UA007031
draw-ua007-r3-tennis-world-gphc,2 Aug 26,3,regular,Round 3,Tennis World,GPHC,UA007034
draw-ua007-r4-gphc-maccabi-moorleigh,9 Aug 26,4,regular,Round 4,GPHC,Maccabi Moorleigh,UA007041
draw-ua007-r4-kooyong-green-kooyong-purple,9 Aug 26,4,regular,Round 4,Kooyong Green,Kooyong Purple,UA007042
draw-ua007-r4-mentone-beaumaris-cc,9 Aug 26,4,regular,Round 4,Mentone,Beaumaris CC,pending-ua007-r4-mentone-beaumaris-cc
draw-ua007-r4-royal-south-yarra-tennis-world,9 Aug 26,4,regular,Round 4,Royal South Yarra,Tennis World,UA007044
draw-ua007-r5-beaumaris-cc-tennis-world,16 Aug 26,5,regular,Round 5,Beaumaris CC,Tennis World,UA007051
draw-ua007-r5-gphc-royal-south-yarra,16 Aug 26,5,regular,Round 5,GPHC,Royal South Yarra,UA007053
draw-ua007-r5-maccabi-moorleigh-kooyong-purple,16 Aug 26,5,regular,Round 5,Maccabi Moorleigh,Kooyong Purple,UA007054
draw-ua007-r5-mentone-kooyong-green,16 Aug 26,5,regular,Round 5,Mentone,Kooyong Green,UA007052
draw-ua007-r6-kooyong-green-gphc,23 Aug 26,6,regular,Round 6,Kooyong Green,GPHC,UA007063
draw-ua007-r6-kooyong-purple-beaumaris-cc,23 Aug 26,6,regular,Round 6,Kooyong Purple,Beaumaris CC,UA007061
draw-ua007-r6-royal-south-yarra-mentone,23 Aug 26,6,regular,Round 6,Royal South Yarra,Mentone,UA007064
draw-ua007-r6-tennis-world-maccabi-moorleigh,23 Aug 26,6,regular,Round 6,Tennis World,Maccabi Moorleigh,UA007062
draw-ua007-r7-kooyong-green-royal-south-yarra,30 Aug 26,7,regular,Round 7,Kooyong Green,Royal South Yarra,UA007074
draw-ua007-r7-kooyong-purple-tennis-world,30 Aug 26,7,regular,Round 7,Kooyong Purple,Tennis World,UA007072
draw-ua007-r7-maccabi-moorleigh-beaumaris-cc,30 Aug 26,7,regular,Round 7,Maccabi Moorleigh,Beaumaris CC,UA007071
draw-ua007-r7-mentone-gphc,30 Aug 26,7,regular,Round 7,Mentone,GPHC,UA007073
draw-ua007-r8-gphc-kooyong-purple,6 Sep 26,8,regular,Round 8,GPHC,Kooyong Purple,UA007082
draw-ua007-r8-kooyong-green-beaumaris-cc,6 Sep 26,8,regular,Round 8,Kooyong Green,Beaumaris CC,UA007083
draw-ua007-r8-mentone-tennis-world,6 Sep 26,8,regular,Round 8,Mentone,Tennis World,UA007084
draw-ua007-r8-royal-south-yarra-maccabi-moorleigh,6 Sep 26,8,regular,Round 8,Royal South Yarra,Maccabi Moorleigh,UA007081
draw-ua007-r9-beaumaris-cc-gphc,13 Sep 26,9,regular,Round 9,Beaumaris CC,GPHC,UA007093
draw-ua007-r9-kooyong-purple-royal-south-yarra,13 Sep 26,9,regular,Round 9,Kooyong Purple,Royal South Yarra,UA007092
draw-ua007-r9-maccabi-moorleigh-mentone,13 Sep 26,9,regular,Round 9,Maccabi Moorleigh,Mentone,UA007091
draw-ua007-r9-tennis-world-kooyong-green,13 Sep 26,9,regular,Round 9,Tennis World,Kooyong Green,UA007094
draw-ua007-r10-gphc-tennis-world,11 Oct 26,10,regular,Round 10,GPHC,Tennis World,
draw-ua007-r10-kooyong-green-maccabi-moorleigh,11 Oct 26,10,regular,Round 10,Kooyong Green,Maccabi Moorleigh,
draw-ua007-r10-mentone-kooyong-purple,11 Oct 26,10,regular,Round 10,Mentone,Kooyong Purple,
draw-ua007-r10-royal-south-yarra-beaumaris-cc,11 Oct 26,10,regular,Round 10,Royal South Yarra,Beaumaris CC,
draw-ua007-r11-beaumaris-cc-mentone,18 Oct 26,11,regular,Round 11,Beaumaris CC,Mentone,
draw-ua007-r11-kooyong-purple-kooyong-green,18 Oct 26,11,regular,Round 11,Kooyong Purple,Kooyong Green,
draw-ua007-r11-maccabi-moorleigh-gphc,18 Oct 26,11,regular,Round 11,Maccabi Moorleigh,GPHC,
draw-ua007-r11-tennis-world-royal-south-yarra,18 Oct 26,11,regular,Round 11,Tennis World,Royal South Yarra,
draw-ua007-r12-kooyong-green-mentone,25 Oct 26,12,regular,Round 12,Kooyong Green,Mentone,
draw-ua007-r12-kooyong-purple-maccabi-moorleigh,25 Oct 26,12,regular,Round 12,Kooyong Purple,Maccabi Moorleigh,
draw-ua007-r12-royal-south-yarra-gphc,25 Oct 26,12,regular,Round 12,Royal South Yarra,GPHC,
draw-ua007-r12-tennis-world-beaumaris-cc,25 Oct 26,12,regular,Round 12,Tennis World,Beaumaris CC,
draw-ua007-r13-beaumaris-cc-kooyong-purple,8 Nov 26,13,regular,Round 13,Beaumaris CC,Kooyong Purple,
draw-ua007-r13-gphc-kooyong-green,8 Nov 26,13,regular,Round 13,GPHC,Kooyong Green,
draw-ua007-r13-maccabi-moorleigh-tennis-world,8 Nov 26,13,regular,Round 13,Maccabi Moorleigh,Tennis World,
draw-ua007-r13-mentone-royal-south-yarra,8 Nov 26,13,regular,Round 13,Mentone,Royal South Yarra,
draw-ua007-r14-beaumaris-cc-maccabi-moorleigh,15 Nov 26,14,regular,Round 14,Beaumaris CC,Maccabi Moorleigh,
draw-ua007-r14-gphc-mentone,15 Nov 26,14,regular,Round 14,GPHC,Mentone,
draw-ua007-r14-royal-south-yarra-kooyong-green,15 Nov 26,14,regular,Round 14,Royal South Yarra,Kooyong Green,
draw-ua007-r14-tennis-world-kooyong-purple,15 Nov 26,14,regular,Round 14,Tennis World,Kooyong Purple,
