fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA007012,19 Jul 26,1,regular,Round 1,Kooyong Purple,GPHC,2,8,2,4,,,28,29,Completed,
UA007013,19 Jul 26,1,regular,Round 1,Beaumaris CC,Kooyong Green,3,7,3,3,,,25,28,Completed,
UA007014,19 Jul 26,1,regular,Round 1,Tennis World,Mentone,2,8,2,4,,,27,30,Completed,
pending-ua007-r1-maccabi-moorleigh-royal-south-yarra,19 Jul 26,1,regular,Round 1,Maccabi Moorleigh,Royal South Yarra,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
UA007021,26 Jul 26,2,regular,Round 2,Mentone,Maccabi Moorleigh,2,8,2,4,,,26,36,Completed,
UA007022,26 Jul 26,2,regular,Round 2,Royal South Yarra,Kooyong Purple,2,8,2,4,,,26,33,Completed,
UA007023,26 Jul 26,2,regular,Round 2,GPHC,Beaumaris CC,2,8,2,4,,,27,34,Completed,
UA007024,26 Jul 26,2,regular,Round 2,Kooyong Green,Tennis World,10,0,6,0,,,36,16,Completed,
UA007031,02 Aug 26,3,regular,Round 3,Maccabi Moorleigh,Kooyong Green,1,9,1,5,,,26,34,Completed,
UA007032,02 Aug 26,3,regular,Round 3,Kooyong Purple,Mentone,0,10,0,6,,,18,37,Completed,
UA007033,02 Aug 26,3,regular,Round 3,Beaumaris CC,Royal South Yarra,10,0,6,0,,,36,19,Completed,
UA007034,02 Aug 26,3,regular,Round 3,Tennis World,GPHC,3,7,3,3,,,27,28,Completed,
UA007041,09 Aug 26,4,regular,Round 4,GPHC,Maccabi Moorleigh,2,8,2,4,,,22,28,Completed,
UA007042,09 Aug 26,4,regular,Round 4,Kooyong Green,Kooyong Purple,0,10,0,6,,,18,37,Completed,
UA007044,09 Aug 26,4,regular,Round 4,Royal South Yarra,Tennis World,1,9,1,5,,,15,33,Completed,
pending-ua007-r4-mentone-beaumaris-cc,09 Aug 26,4,regular,Round 4,Mentone,Beaumaris CC,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA007051,16 Aug 26,5,regular,Round 5,Beaumaris CC,Tennis World,5,5,3,3,,,32,32,Completed,
UA007052,16 Aug 26,5,regular,Round 5,Mentone,Kooyong Green,9,1,5,1,,,33,24,Completed,
UA007053,16 Aug 26,5,regular,Round 5,GPHC,Royal South Yarra,6,4,2,4,,,31,27,Completed,
UA007054,16 Aug 26,5,regular,Round 5,Maccabi Moorleigh,Kooyong Purple,9,1,5,1,,,32,21,Completed,
UA007061,23 Aug 26,6,regular,Round 6,Kooyong Purple,Beaumaris CC,3,7,3,3,,,22,25,Completed,
UA007062,23 Aug 26,6,regular,Round 6,Tennis World,Maccabi Moorleigh,2,8,2,4,,,29,33,Completed,
UA007063,23 Aug 26,6,regular,Round 6,Kooyong Green,GPHC,8,2,4,2,,,31,25,Completed,
UA007064,23 Aug 26,6,regular,Round 6,Royal South Yarra,Mentone,10,0,6,0,,,36,9,Completed,
UA007071,30 Aug 26,7,regular,Round 7,Maccabi Moorleigh,Beaumaris CC,8,2,4,2,,,36,24,Completed,
UA007072,30 Aug 26,7,regular,Round 7,Kooyong Purple,Tennis World,8,2,4,2,,,32,24,Completed,
UA007073,30 Aug 26,7,regular,Round 7,Mentone,GPHC,8,2,4,2,,,33,28,Completed,
UA007074,30 Aug 26,7,regular,Round 7,Kooyong Green,Royal South Yarra,7,3,3,3,,,28,24,Completed,
UA007081,06 Sep 26,8,regular,Round 8,Royal South Yarra,Maccabi Moorleigh,0,10,0,6,,,13,36,Completed,
UA007082,06 Sep 26,8,regular,Round 8,GPHC,Kooyong Purple,3,7,3,3,,,26,30,Completed,
UA007083,06 Sep 26,8,regular,Round 8,Kooyong Green,Beaumaris CC,1,9,1,5,,,19,33,Completed,
UA007084,06 Sep 26,8,regular,Round 8,Mentone,Tennis World,2,8,2,4,,,28,29,Completed,
UA007091,13 Sep 26,9,regular,Round 9,Maccabi Moorleigh,Mentone,8,2,4,2,,,28,23,Completed,
UA007092,13 Sep 26,9,regular,Round 9,Kooyong Purple,Royal South Yarra,7,3,3,3,,,32,21,Completed,
UA007093,13 Sep 26,9,regular,Round 9,Beaumaris CC,GPHC,9,1,5,1,,,35,17,Completed,
UA007094,13 Sep 26,9,regular,Round 9,Tennis World,Kooyong Green,10,0,6,0,,,36,17,Completed,
