fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA002011,01 Feb 20,1,regular,Round 1,Carmelite 1,Kooyong MLC,6.5,3.5,3,0,,,19,10,Completed,
AA002012,01 Feb 20,1,regular,Round 1,Port Melbourne Red,Port Melbourne Blue,9,1,4,0,,,30,16,Completed,
AA002013,01 Feb 20,1,regular,Round 1,Carmelite 2,Carmelite 3,1.5,8.5,0,3,,,11,27,Completed,
pending-aa002-r1-royal-south-yarra-bye,01 Feb 20,1,regular,Round 1,Royal South Yarra,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002022,08 Feb 20,2,regular,Round 2,Kooyong MLC,Port Melbourne Red,8,2,4,2,,,28,26,Completed,
AA002023,08 Feb 20,2,regular,Round 2,Port Melbourne Blue,Carmelite 2,10,0,6,0,,,36,13,Completed,
AA002024,08 Feb 20,2,regular,Round 2,Carmelite 3,Royal South Yarra,9,1,5,1,,,37,20,Completed,
pending-aa002-r2-bye-carmelite-1,08 Feb 20,2,regular,Round 2,Bye,Carmelite 1,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002031,15 Feb 20,3,regular,Round 3,Carmelite 1,Carmelite 3,4.5,5.5,2,3,,,31,29,Completed,
AA002033,15 Feb 20,3,regular,Round 3,Carmelite 2,Kooyong MLC,8,2,4,2,,,31,26,Completed,
AA002034,15 Feb 20,3,regular,Round 3,Royal South Yarra,Port Melbourne Blue,8,2,4,2,,,24,22,Completed,
pending-aa002-r3-port-melbourne-red-bye,15 Feb 20,3,regular,Round 3,Port Melbourne Red,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002041,22 Feb 20,4,regular,Round 4,Port Melbourne Blue,Carmelite 1,1,9,1,5,,,21,34,Completed,
AA002042,22 Feb 20,4,regular,Round 4,Carmelite 3,Port Melbourne Red,7,3,3,3,,,27,19,Completed,
AA002044,22 Feb 20,4,regular,Round 4,Kooyong MLC,Royal South Yarra,10,0,6,0,,,36,7,Completed,
