fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA022012,19 Jul 26,1,regular,Round 1,Highmoor Uniting,Beaumaris CC,8,2,4,2,,,29,16,Completed,
UA022013,19 Jul 26,1,regular,Round 1,FCTC,St Andrews MB,1,9,1,5,,,18,33,Completed,
UA022014,19 Jul 26,1,regular,Round 1,Murrumbeena,Highett,2,8,2,4,,,19,31,Completed,
pending-ua022-r1-bye-coatesville,19 Jul 26,1,regular,Round 1,Bye,Coatesville,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA022022,26 Jul 26,2,regular,Round 2,Coatesville,Highmoor Uniting,0,10,0,6,,,12,36,Completed,
UA022023,26 Jul 26,2,regular,Round 2,Beaumaris CC,FCTC,8,2,4,2,,,32,21,Completed,
UA022024,26 Jul 26,2,regular,Round 2,St Andrews MB,Murrumbeena,5,5,3,3,,,27,27,Completed,
pending-ua022-r2-highett-bye,26 Jul 26,2,regular,Round 2,Highett,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA022032,02 Aug 26,3,regular,Round 3,Highmoor Uniting,Highett,7,3,3,3,,,31,24,Completed,
UA022033,02 Aug 26,3,regular,Round 3,FCTC,Coatesville,7,3,3,3,,,26,24,Completed,
UA022034,02 Aug 26,3,regular,Round 3,Murrumbeena,Beaumaris CC,8,2,4,2,,,32,25,Completed,
pending-ua022-r3-bye-st-andrews-mb,02 Aug 26,3,regular,Round 3,Bye,St Andrews MB,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA022042,09 Aug 26,4,regular,Round 4,St Andrews MB,Highmoor Uniting,1,9,1,5,,,21,35,Completed,
UA022044,09 Aug 26,4,regular,Round 4,Coatesville,Murrumbeena,8,2,4,2,,,30,20,Completed,
pending-ua022-r4-beaumaris-cc-bye,09 Aug 26,4,regular,Round 4,Beaumaris CC,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-ua022-r4-highett-fctc,09 Aug 26,4,regular,Round 4,Highett,FCTC,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA022051,16 Aug 26,5,regular,Round 5,FCTC,Murrumbeena,0,10,0,6,,,14,36,Completed,
UA022052,16 Aug 26,5,regular,Round 5,Highett,St Andrews MB,8,2,4,2,,,34,24,Completed,
UA022053,16 Aug 26,5,regular,Round 5,Beaumaris CC,Coatesville,9,1,5,1,,,35,16,Completed,
pending-ua022-r5-bye-highmoor-uniting,16 Aug 26,5,regular,Round 5,Bye,Highmoor Uniting,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA022061,23 Aug 26,6,regular,Round 6,Highmoor Uniting,FCTC,8,2,4,2,,,31,23,Completed,
UA022063,23 Aug 26,6,regular,Round 6,St Andrews MB,Beaumaris CC,7,3,3,3,,,29,27,Completed,
UA022064,23 Aug 26,6,regular,Round 6,Coatesville,Highett,0,10,0,6,,,12,37,Completed,
pending-ua022-r6-murrumbeena-bye,23 Aug 26,6,regular,Round 6,Murrumbeena,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA022072,30 Aug 26,7,regular,Round 7,Highmoor Uniting,Murrumbeena,7,3,3,3,,,27,24,Completed,
UA022073,30 Aug 26,7,regular,Round 7,Highett,Beaumaris CC,9,1,5,1,,,35,21,Completed,
UA022074,30 Aug 26,7,regular,Round 7,St Andrews MB,Coatesville,7,3,3,3,,,26,25,Completed,
pending-ua022-r7-bye-fctc,30 Aug 26,7,regular,Round 7,Bye,FCTC,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA022082,06 Sep 26,8,regular,Round 8,Beaumaris CC,Highmoor Uniting,2,8,2,4,,,27,28,Completed,
UA022083,06 Sep 26,8,regular,Round 8,St Andrews MB,FCTC,1,9,1,5,,,12,31,Completed,
UA022084,06 Sep 26,8,regular,Round 8,Highett,Murrumbeena,10,0,6,0,,,37,16,Completed,
pending-ua022-r8-coatesville-bye,06 Sep 26,8,regular,Round 8,Coatesville,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA022092,13 Sep 26,9,regular,Round 9,Highmoor Uniting,Coatesville,8,2,4,2,,,30,25,Completed,
UA022093,13 Sep 26,9,regular,Round 9,FCTC,Beaumaris CC,2,8,2,4,,,25,32,Completed,
UA022094,13 Sep 26,9,regular,Round 9,Murrumbeena,St Andrews MB,2,8,2,4,,,24,33,Completed,
pending-ua022-r9-bye-highett,13 Sep 26,9,regular,Round 9,Bye,Highett,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
