fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA003011,21 Jul 12,1,regular,Round 1,Caulfield Rec,Kooyong,8,2,4,2,,,26,21,Completed,
AA003012,21 Jul 12,1,regular,Round 1,Kooyong MLC1,Kooyong MLC2,1,9,1,5,,,19,34,Completed,
AA003013,21 Jul 12,1,regular,Round 1,Port Melbourne,Carmelite,2,8,2,4,,,19,30,Completed,
AA003014,21 Jul 12,1,regular,Round 1,Ardrie Park GP1,Ardrie Park GP2,8,2,4,2,,,29,25,Completed,
AA003021,28 Jul 12,2,regular,Round 2,Ardrie Park GP2,Caulfield Rec,1,9,1,5,,,13,34,Completed,
AA003022,28 Jul 12,2,regular,Round 2,Kooyong,Kooyong MLC1,9,1,5,1,,,31,19,Completed,
AA003023,28 Jul 12,2,regular,Round 2,Kooyong MLC2,Port Melbourne,2,8,2,4,,,22,31,Completed,
AA003024,28 Jul 12,2,regular,Round 2,Carmelite,Ardrie Park GP1,9,1,5,1,,,33,9,Completed,
AA003031,04 Aug 12,3,regular,Round 3,Caulfield Rec,Carmelite,8,2,4,2,,,35,28,Completed,
AA003032,04 Aug 12,3,regular,Round 3,Kooyong MLC1,Ardrie Park GP2,9,1,5,1,,,37,28,Completed,
AA003033,04 Aug 12,3,regular,Round 3,Port Melbourne,Kooyong,1,9,1,5,,,17,34,Completed,
AA003034,04 Aug 12,3,regular,Round 3,Ardrie Park GP1,Kooyong MLC2,1,9,1,5,,,16,35,Completed,
AA003041,11 Aug 12,4,regular,Round 4,Kooyong MLC2,Caulfield Rec,2,8,2,4,,,16,24,Completed,
AA003042,11 Aug 12,4,regular,Round 4,Carmelite,Kooyong MLC1,10,0,6,0,,,36,6,Completed,
AA003044,11 Aug 12,4,regular,Round 4,Kooyong,Ardrie Park GP1,8,2,4,2,,,32,16,Completed,
pending-aa003-r4-ardrie-park-gp2-port-melbourne,11 Aug 12,4,regular,Round 4,Ardrie Park GP2,Port Melbourne,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
