fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA002011,01 Feb 14,1,regular,Round 1,Carmelite 1,Carmelite 2,9,1,5,1,,,32,22,Completed,
AA002012,01 Feb 14,1,regular,Round 1,Port Melbourne,Kooyong MLC 1,1,9,1,5,,,24,35,Completed,
AA002013,01 Feb 14,1,regular,Round 1,Kooyong MLC 2,Carmelite 3,9,1,5,1,,,30,17,Completed,
AA002021,08 Feb 14,2,regular,Round 2,Carmelite 3,Carmelite 1,1,9,1,5,,,11,36,Completed,
AA002022,08 Feb 14,2,regular,Round 2,Kooyong MLC 1,Kooyong MLC 2,10,0,6,0,,,37,15,Completed,
AA002023,08 Feb 14,2,regular,Round 2,Carmelite 2,Port Melbourne,9,1,5,1,,,33,18,Completed,
AA002031,15 Feb 14,3,regular,Round 3,Carmelite 1,Port Melbourne,9,1,5,1,,,31,20,Completed,
AA002032,15 Feb 14,3,regular,Round 3,Kooyong MLC 2,Carmelite 2,0,10,0,6,,,14,36,Completed,
AA002033,15 Feb 14,3,regular,Round 3,Carmelite 3,Kooyong MLC 1,1,9,1,5,,,17,31,Completed,
AA002041,22 Feb 14,4,regular,Round 4,Kooyong MLC 1,Carmelite 1,3,7,3,3,,,21,22,Completed,
AA002042,22 Feb 14,4,regular,Round 4,Carmelite 2,Carmelite 3,10,0,6,0,,,36,7,Completed,
AA002043,22 Feb 14,4,regular,Round 4,Port Melbourne,Kooyong MLC 2,3,7,3,3,,,20,22,Completed,
AA002051,01 Mar 14,5,regular,Round 5,Carmelite 1,Kooyong MLC 2,9,1,5,1,,,34,14,Completed,
AA002052,01 Mar 14,5,regular,Round 5,Kooyong MLC 1,Carmelite 2,8,2,4,2,,,33,25,Completed,
AA002053,01 Mar 14,5,regular,Round 5,Carmelite 3,Port Melbourne,1,9,1,5,,,21,32,Completed,
AA002061,15 Mar 14,6,regular,Round 6,Carmelite 2,Carmelite 1,5,5,0,0,,,0,0,Completed,
AA002062,15 Mar 14,6,regular,Round 6,Kooyong MLC 1,Port Melbourne,10,0,6,0,,,36,11,Completed,
AA002063,15 Mar 14,6,regular,Round 6,Carmelite 3,Kooyong MLC 2,8,2,4,2,,,29,14,Completed,
AA002071,22 Mar 14,7,regular,Round 7,Carmelite 1,Carmelite 3,8,2,4,2,,,29,25,Completed,
AA002072,22 Mar 14,7,regular,Round 7,Kooyong MLC 2,Kooyong MLC 1,2,8,2,4,,,27,28,Completed,
AA002073,22 Mar 14,7,regular,Round 7,Port Melbourne,Carmelite 2,1,9,1,5,,,20,34,Completed,
AA002081,29 Mar 14,8,regular,Round 8,Port Melbourne,Carmelite 1,1,9,1,5,,,18,36,Completed,
AA002082,29 Mar 14,8,regular,Round 8,Carmelite 2,Kooyong MLC 2,7,3,3,3,,,27,23,Completed,
AA002083,29 Mar 14,8,regular,Round 8,Kooyong MLC 1,Carmelite 3,8,2,4,2,,,30,16,Completed,
AA002091,26 Apr 14,9,regular,Round 9,Carmelite 1,Kooyong MLC 1,7,3,3,3,,,30,27,Completed,
AA002092,26 Apr 14,9,regular,Round 9,Carmelite 3,Carmelite 2,0,10,0,6,,,12,36,Completed,
AA002093,26 Apr 14,9,regular,Round 9,Kooyong MLC 2,Port Melbourne,9,1,5,1,,,31,17,Completed,
AA002101,03 May 14,10,regular,Round 10,Kooyong MLC 2,Carmelite 1,1,9,1,5,,,21,36,Completed,
AA002102,03 May 14,10,regular,Round 10,Carmelite 2,Kooyong MLC 1,5,5,3,3,,,26,26,Completed,
AA002103,03 May 14,10,regular,Round 10,Port Melbourne,Carmelite 3,8,2,4,2,,,27,16,Completed,
pending-aa002-r11-carmelite-1-carmelite-2,10 May 14,11,regular,Round 11,Carmelite 1,Carmelite 2,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r11-kooyong-mlc-2-carmelite-3,10 May 14,11,regular,Round 11,Kooyong MLC 2,Carmelite 3,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r11-port-melbourne-kooyong-mlc-1,10 May 14,11,regular,Round 11,Port Melbourne,Kooyong MLC 1,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA002121,17 May 14,12,regular,Round 12,Carmelite 3,Carmelite 1,1,9,1,5,,,15,34,Completed,
AA002122,17 May 14,12,regular,Round 12,Kooyong MLC 1,Kooyong MLC 2,8,2,4,2,,,24,21,Completed,
AA002123,17 May 14,12,regular,Round 12,Carmelite 2,Port Melbourne,9,1,5,1,,,37,18,Completed,
AA002131,24 May 14,13,regular,Round 13,Carmelite 1,Port Melbourne,8.5,1.5,4,1,,,33,22,Completed,
AA002132,24 May 14,13,regular,Round 13,Kooyong MLC 2,Carmelite 2,1,9,1,5,,,18,33,Completed,
AA002133,24 May 14,13,regular,Round 13,Carmelite 3,Kooyong MLC 1,5,5,3,3,,,23,23,Completed,
AA002141,31 May 14,14,regular,Round 14,Kooyong MLC 1,Carmelite 1,7,3,3,3,,,26,22,Completed,
AA002142,31 May 14,14,regular,Round 14,Carmelite 2,Carmelite 3,2,8,2,4,,,22,25,Completed,
pending-aa002-r14-port-melbourne-kooyong-mlc-2,31 May 14,14,regular,Round 14,Port Melbourne,Kooyong MLC 2,,,,,,,,,Forfeited To,No individual scorecard / no rubbers recorded
AA002151,14 Jun 14,15,regular,Round 15,Carmelite 1,Kooyong MLC 2,8,2,4,2,,,24,19,Completed,
AA002152,14 Jun 14,15,regular,Round 15,Kooyong MLC 1,Carmelite 2,7,3,3,3,,,26,24,Completed,
pending-aa002-r15-carmelite-3-port-melbourne,14 Jun 14,15,regular,Round 15,Carmelite 3,Port Melbourne,,,,,,,,,Missing Result,No individual scorecard / no rubbers recorded
AA002321,,16,grand_final,Grand final · TROLS entry 2,Carmelite 1,Kooyong MLC 1,8,2,4,2,,,30,24,Completed,
