fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA002011,18 Jul 26,1,regular,Round 1,Glen Huntly,Clarinda,5,2,2,1,3,2,24,23,Completed,
AA002012,18 Jul 26,1,regular,Round 1,BLTC,Port Melbourne,2,5,1,2,2,3,28,30,Completed,
AA002013,18 Jul 26,1,regular,Round 1,Ormond White 8.00,Ormond Blue,0,7,0,3,0,5,10,32,Completed,
pending-aa002-r1-bye-royal-ave,18 Jul 26,1,regular,Round 1,Bye,Royal Ave,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002021,25 Jul 26,2,regular,Round 2,Royal Ave,Glen Huntly,0,7,0,3,0,5,11,32,Completed,
AA002022,25 Jul 26,2,regular,Round 2,Clarinda,BLTC,7,0,3,0,5,0,32,11,Completed,
AA002023,25 Jul 26,2,regular,Round 2,Port Melbourne,Ormond White 8.00,7,1,3,0,5,1,35,22,Completed,
pending-aa002-r2-ormond-blue-bye,25 Jul 26,2,regular,Round 2,Ormond Blue,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002031,01 Aug 26,3,regular,Round 3,Glen Huntly,Ormond Blue,5,2,2,1,3,2,31,26,Completed,
AA002032,01 Aug 26,3,regular,Round 3,BLTC,Royal Ave,7,0,3,0,5,0,32,15,Completed,
AA002033,01 Aug 26,3,regular,Round 3,Ormond White 8.00,Clarinda,0,7,0,3,0,5,16,33,Completed,
pending-aa002-r3-bye-port-melbourne,01 Aug 26,3,regular,Round 3,Bye,Port Melbourne,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002041,08 Aug 26,4,regular,Round 4,Port Melbourne,Glen Huntly,6,3,2,1,4,3,40,38,Completed,
AA002042,08 Aug 26,4,regular,Round 4,Ormond Blue,BLTC,5,2,2,1,3,2,28,26,Completed,
AA002043,08 Aug 26,4,regular,Round 4,Royal Ave,Ormond White 8.00,2,5,1,2,2,3,20,26,Completed,
pending-aa002-r4-clarinda-bye,08 Aug 26,4,regular,Round 4,Clarinda,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002052,15 Aug 26,5,regular,Round 5,Royal Ave,Ormond Blue,0,7,0,3,0,5,4,32,Completed,
AA002053,15 Aug 26,5,regular,Round 5,Port Melbourne,Clarinda,5,3,2,1,3,3,28,30,Completed,
AA002054,15 Aug 26,5,regular,Round 5,Glen Huntly,BLTC,6,2,2,1,4,2,35,25,Completed,
pending-aa002-r5-ormond-white-8-00-bye,15 Aug 26,5,regular,Round 5,Ormond White 8.00,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002061,22 Aug 26,6,regular,Round 6,BLTC,Ormond White 8.00,3,6,1,2,3,4,38,37,Completed,
AA002063,22 Aug 26,6,regular,Round 6,Ormond Blue,Port Melbourne,5,2,2,1,3,2,29,23,Completed,
AA002064,22 Aug 26,6,regular,Round 6,Clarinda,Royal Ave,7,0,3,0,5,0,32,12,Completed,
pending-aa002-r6-bye-glen-huntly,22 Aug 26,6,regular,Round 6,Bye,Glen Huntly,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002071,29 Aug 26,7,regular,Round 7,Glen Huntly,Ormond White 8.00,6,1,2,1,4,1,31,16,Completed,
AA002073,29 Aug 26,7,regular,Round 7,Royal Ave,Port Melbourne,0,7,0,3,0,5,19,34,Completed,
AA002074,29 Aug 26,7,regular,Round 7,Ormond Blue,Clarinda,7,1,3,0,5,1,37,25,Completed,
pending-aa002-r7-bltc-bye,29 Aug 26,7,regular,Round 7,BLTC,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa002-r8-clarinda-glen-huntly,05 Sep 26,8,regular,Round 8,Clarinda,Glen Huntly,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r8-ormond-blue-ormond-white-8-00,05 Sep 26,8,regular,Round 8,Ormond Blue,Ormond White 8.00,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r8-port-melbourne-bltc,05 Sep 26,8,regular,Round 8,Port Melbourne,BLTC,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa002-r8-royal-ave-bye,05 Sep 26,8,regular,Round 8,Royal Ave,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA002091,12 Sep 26,9,regular,Round 9,Glen Huntly,Royal Ave,6.5,0.5,2,0,4,0,32,17,Completed,
AA002092,12 Sep 26,9,regular,Round 9,BLTC,Clarinda,0,7,0,3,0,5,7,32,Completed,
AA002093,12 Sep 26,9,regular,Round 9,Ormond White 8.00,Port Melbourne,0,7,0,3,0,5,8,32,Completed,
pending-aa002-r9-bye-ormond-blue,12 Sep 26,9,regular,Round 9,Bye,Ormond Blue,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
