fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA014011,18 Jul 26,1,regular,Round 1,Chelsea Heights,Mentone,1,9,1,5,,,18,32,Completed,
AA014012,18 Jul 26,1,regular,Round 1,Carmelite,Ormond,8,2,4,2,,,29,21,Completed,
AA014013,18 Jul 26,1,regular,Round 1,Kings Park,St Pauls,8,2,4,2,,,29,25,Completed,
pending-aa014-r1-mordialloc-bye,18 Jul 26,1,regular,Round 1,Mordialloc,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA014022,25 Jul 26,2,regular,Round 2,Mentone,Carmelite,1,9,1,5,,,20,31,Completed,
AA014023,25 Jul 26,2,regular,Round 2,Ormond,Kings Park,2,8,2,4,,,25,29,Completed,
AA014024,25 Jul 26,2,regular,Round 2,St Pauls,Mordialloc,9,1,5,1,,,34,16,Completed,
pending-aa014-r2-bye-chelsea-heights,25 Jul 26,2,regular,Round 2,Bye,Chelsea Heights,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA014031,01 Aug 26,3,regular,Round 3,Chelsea Heights,St Pauls,0,10,0,6,,,6,36,Completed,
AA014033,01 Aug 26,3,regular,Round 3,Kings Park,Mentone,2,8,2,4,,,24,27,Completed,
AA014034,01 Aug 26,3,regular,Round 3,Mordialloc,Ormond,8,2,4,2,,,29,19,Completed,
pending-aa014-r3-carmelite-bye,01 Aug 26,3,regular,Round 3,Carmelite,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA014041,08 Aug 26,4,regular,Round 4,Ormond,Chelsea Heights,9,1,4,0,,,35,21,Completed,
AA014042,08 Aug 26,4,regular,Round 4,St Pauls,Carmelite,1,9,1,5,,,17,31,Completed,
AA014044,08 Aug 26,4,regular,Round 4,Mentone,Mordialloc,2.5,7.5,2,3,,,22,26,Completed,
pending-aa014-r4-bye-kings-park,08 Aug 26,4,regular,Round 4,Bye,Kings Park,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA014051,15 Aug 26,5,regular,Round 5,Kings Park,Mordialloc,10,0,6,0,,,36,7,Completed,
AA014053,15 Aug 26,5,regular,Round 5,Ormond,Mentone,2,8,2,4,,,23,27,Completed,
AA014054,15 Aug 26,5,regular,Round 5,Chelsea Heights,Carmelite,0.5,9.5,0,5,,,13,36,Completed,
pending-aa014-r5-bye-st-pauls,15 Aug 26,5,regular,Round 5,Bye,St Pauls,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA014061,22 Aug 26,6,regular,Round 6,Carmelite,Kings Park,8.5,1.5,4,1,,,30,22,Completed,
AA014062,22 Aug 26,6,regular,Round 6,Mordialloc,Chelsea Heights,9,1,5,1,,,32,13,Completed,
AA014063,22 Aug 26,6,regular,Round 6,St Pauls,Ormond,9,1,5,1,,,34,21,Completed,
pending-aa014-r6-mentone-bye,22 Aug 26,6,regular,Round 6,Mentone,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA014071,29 Aug 26,7,regular,Round 7,Chelsea Heights,Kings Park,1,9,0,4,,,20,36,Completed,
AA014072,29 Aug 26,7,regular,Round 7,Carmelite,Mordialloc,9,1,5,1,,,33,17,Completed,
AA014074,29 Aug 26,7,regular,Round 7,St Pauls,Mentone,8,2,4,2,,,25,25,Completed,
pending-aa014-r7-bye-ormond,29 Aug 26,7,regular,Round 7,Bye,Ormond,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA014081,05 Sep 26,8,regular,Round 8,Mentone,Chelsea Heights,8.5,1.5,4,1,,,29,14,Completed,
pending-aa014-r8-bye-mordialloc,05 Sep 26,8,regular,Round 8,Bye,Mordialloc,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa014-r8-ormond-carmelite,05 Sep 26,8,regular,Round 8,Ormond,Carmelite,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa014-r8-st-pauls-kings-park,05 Sep 26,8,regular,Round 8,St Pauls,Kings Park,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA014092,12 Sep 26,9,regular,Round 9,Carmelite,Mentone,9,1,5,1,,,33,20,Completed,
AA014093,12 Sep 26,9,regular,Round 9,Kings Park,Ormond,8,2,4,2,,,28,26,Completed,
AA014094,12 Sep 26,9,regular,Round 9,Mordialloc,St Pauls,0,10,0,6,,,13,36,Completed,
pending-aa014-r9-chelsea-heights-bye,12 Sep 26,9,regular,Round 9,Chelsea Heights,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
