draw_id,date,round,home_team,away_team,fixture_id
draw-ua001-r1-bltc-blue-bltc-white,19 Jul 26,1,BLTC Blue,BLTC White,pending-ua001-r1-bltc-blue-bltc-white
draw-ua001-r1-bltc-green-royal-south-yarra,19 Jul 26,1,BLTC Green,Royal South Yarra,pending-ua001-r1-bltc-green-royal-south-yarra
draw-ua001-r1-caulfield-rec-mentone,19 Jul 26,1,Caulfield Rec,Mentone,UA001014
draw-ua001-r1-highmoor-uniting-black-rock,19 Jul 26,1,Highmoor Uniting,Black Rock,UA001013
draw-ua001-r2-bltc-white-bltc-green,26 Jul 26,2,BLTC White,BLTC Green,UA001022
draw-ua001-r2-black-rock-caulfield-rec,26 Jul 26,2,Black Rock,Caulfield Rec,UA001024
draw-ua001-r2-mentone-bltc-blue,26 Jul 26,2,Mentone,BLTC Blue,UA001021
draw-ua001-r2-royal-south-yarra-highmoor-uniting,26 Jul 26,2,Royal South Yarra,Highmoor Uniting,UA001023
draw-ua001-r3-bltc-blue-black-rock,2 Aug 26,3,BLTC Blue,Black Rock,UA001031
draw-ua001-r3-bltc-green-mentone,2 Aug 26,3,BLTC Green,Mentone,UA001032
draw-ua001-r3-caulfield-rec-royal-south-yarra,2 Aug 26,3,Caulfield Rec,Royal South Yarra,UA001034
draw-ua001-r3-highmoor-uniting-bltc-white,2 Aug 26,3,Highmoor Uniting,BLTC White,UA001033
draw-ua001-r4-bltc-white-caulfield-rec,9 Aug 26,4,BLTC White,Caulfield Rec,pending-ua001-r4-bltc-white-caulfield-rec
draw-ua001-r4-black-rock-bltc-green,9 Aug 26,4,Black Rock,BLTC Green,pending-ua001-r4-black-rock-bltc-green
draw-ua001-r4-mentone-highmoor-uniting,9 Aug 26,4,Mentone,Highmoor Uniting,pending-ua001-r4-mentone-highmoor-uniting
draw-ua001-r4-royal-south-yarra-bltc-blue,9 Aug 26,4,Royal South Yarra,BLTC Blue,UA001041
draw-ua001-r5-bltc-blue-bltc-green,16 Aug 26,5,BLTC Blue,BLTC Green,UA001054
draw-ua001-r5-highmoor-uniting-caulfield-rec,16 Aug 26,5,Highmoor Uniting,Caulfield Rec,UA001051
draw-ua001-r5-mentone-black-rock,16 Aug 26,5,Mentone,Black Rock,UA001052
draw-ua001-r5-royal-south-yarra-bltc-white,16 Aug 26,5,Royal South Yarra,BLTC White,UA001053
draw-ua001-r6-bltc-green-highmoor-uniting,23 Aug 26,6,BLTC Green,Highmoor Uniting,UA001061
draw-ua001-r6-bltc-white-mentone,23 Aug 26,6,BLTC White,Mentone,UA001064
draw-ua001-r6-black-rock-royal-south-yarra,23 Aug 26,6,Black Rock,Royal South Yarra,UA001063
draw-ua001-r6-caulfield-rec-bltc-blue,23 Aug 26,6,Caulfield Rec,BLTC Blue,UA001062
draw-ua001-r7-bltc-blue-highmoor-uniting,30 Aug 26,7,BLTC Blue,Highmoor Uniting,UA001071
draw-ua001-r7-bltc-green-caulfield-rec,30 Aug 26,7,BLTC Green,Caulfield Rec,UA001072
draw-ua001-r7-black-rock-bltc-white,30 Aug 26,7,Black Rock,BLTC White,UA001074
draw-ua001-r7-mentone-royal-south-yarra,30 Aug 26,7,Mentone,Royal South Yarra,pending-ua001-r7-mentone-royal-south-yarra
draw-ua001-r8-bltc-white-bltc-blue,6 Sep 26,8,BLTC White,BLTC Blue,UA001081
draw-ua001-r8-black-rock-highmoor-uniting,6 Sep 26,8,Black Rock,Highmoor Uniting,UA001083
draw-ua001-r8-mentone-caulfield-rec,6 Sep 26,8,Mentone,Caulfield Rec,UA001084
draw-ua001-r8-royal-south-yarra-bltc-green,6 Sep 26,8,Royal South Yarra,BLTC Green,UA001082
draw-ua001-r9-bltc-blue-mentone,13 Sep 26,9,BLTC Blue,Mentone,UA001091
draw-ua001-r9-bltc-green-bltc-white,13 Sep 26,9,BLTC Green,BLTC White,UA001092
draw-ua001-r9-caulfield-rec-black-rock,13 Sep 26,9,Caulfield Rec,Black Rock,UA001094
draw-ua001-r9-highmoor-uniting-royal-south-yarra,13 Sep 26,9,Highmoor Uniting,Royal South Yarra,UA001093
draw-ua001-r10-bltc-white-highmoor-uniting,11 Oct 26,10,BLTC White,Highmoor Uniting,
draw-ua001-r10-black-rock-bltc-blue,11 Oct 26,10,Black Rock,BLTC Blue,
draw-ua001-r10-mentone-bltc-green,11 Oct 26,10,Mentone,BLTC Green,
draw-ua001-r10-royal-south-yarra-caulfield-rec,11 Oct 26,10,Royal South Yarra,Caulfield Rec,
draw-ua001-r11-bltc-blue-royal-south-yarra,18 Oct 26,11,BLTC Blue,Royal South Yarra,
draw-ua001-r11-bltc-green-black-rock,18 Oct 26,11,BLTC Green,Black Rock,
draw-ua001-r11-caulfield-rec-bltc-white,18 Oct 26,11,Caulfield Rec,BLTC White,
draw-ua001-r11-highmoor-uniting-mentone,18 Oct 26,11,Highmoor Uniting,Mentone,
draw-ua001-r12-bltc-green-bltc-blue,25 Oct 26,12,BLTC Green,BLTC Blue,
draw-ua001-r12-bltc-white-royal-south-yarra,25 Oct 26,12,BLTC White,Royal South Yarra,
draw-ua001-r12-black-rock-mentone,25 Oct 26,12,Black Rock,Mentone,
draw-ua001-r12-caulfield-rec-highmoor-uniting,25 Oct 26,12,Caulfield Rec,Highmoor Uniting,
draw-ua001-r13-bltc-blue-caulfield-rec,8 Nov 26,13,BLTC Blue,Caulfield Rec,
draw-ua001-r13-highmoor-uniting-bltc-green,8 Nov 26,13,Highmoor Uniting,BLTC Green,
draw-ua001-r13-mentone-bltc-white,8 Nov 26,13,Mentone,BLTC White,
draw-ua001-r13-royal-south-yarra-black-rock,8 Nov 26,13,Royal South Yarra,Black Rock,
draw-ua001-r14-bltc-white-black-rock,15 Nov 26,14,BLTC White,Black Rock,
draw-ua001-r14-caulfield-rec-bltc-green,15 Nov 26,14,Caulfield Rec,BLTC Green,
draw-ua001-r14-highmoor-uniting-bltc-blue,15 Nov 26,14,Highmoor Uniting,BLTC Blue,
draw-ua001-r14-royal-south-yarra-mentone,15 Nov 26,14,Royal South Yarra,Mentone,
