fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA005011,04 Feb 12,1,regular,Round 1,Kooyong MLC 1,Kooyong MLC 2,8,2,4,2,,,35,22,Completed,
AA005012,04 Feb 12,1,regular,Round 1,Carmelite 1,Carmelite 2,9,1,5,1,,,33,13,Completed,
AA005014,04 Feb 12,1,regular,Round 1,Caulfield Rec,Port Melbourne,10,0,6,0,,,37,13,Completed,
pending-aa005-r1-bye-kooyong-mlc-3,04 Feb 12,1,regular,Round 1,Bye,Kooyong MLC 3,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005021,11 Feb 12,2,regular,Round 2,Port Melbourne,Kooyong MLC 1,4,6,0,2,,,5,12,Completed,
AA005022,11 Feb 12,2,regular,Round 2,Kooyong MLC 2,Carmelite 1,0,10,0,6,,,10,36,Completed,
AA005024,11 Feb 12,2,regular,Round 2,Kooyong MLC 3,Caulfield Rec,1,9,1,5,,,26,36,Completed,
pending-aa005-r2-carmelite-2-bye,11 Feb 12,2,regular,Round 2,Carmelite 2,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005031,18 Feb 12,3,regular,Round 3,Kooyong MLC 1,Kooyong MLC 3,0,10,0,6,,,9,37,Completed,
AA005032,18 Feb 12,3,regular,Round 3,Carmelite 1,Port Melbourne,10,0,6,0,,,36,9,Completed,
AA005034,18 Feb 12,3,regular,Round 3,Caulfield Rec,Carmelite 2,10,0,6,0,,,36,7,Completed,
pending-aa005-r3-bye-kooyong-mlc-2,18 Feb 12,3,regular,Round 3,Bye,Kooyong MLC 2,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005041,25 Feb 12,4,regular,Round 4,Carmelite 2,Kooyong MLC 1,1,9,1,5,,,16,32,Completed,
AA005042,25 Feb 12,4,regular,Round 4,Kooyong MLC 3,Carmelite 1,1,9,1,5,,,23,34,Completed,
AA005044,25 Feb 12,4,regular,Round 4,Kooyong MLC 2,Caulfield Rec,0,10,0,6,,,9,36,Completed,
pending-aa005-r4-port-melbourne-bye,25 Feb 12,4,regular,Round 4,Port Melbourne,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005052,03 Mar 12,5,regular,Round 5,Port Melbourne,Kooyong MLC 3,2,8,2,4,,,24,35,Completed,
AA005053,03 Mar 12,5,regular,Round 5,Carmelite 2,Kooyong MLC 2,0,10,0,6,,,12,37,Completed,
AA005054,03 Mar 12,5,regular,Round 5,Kooyong MLC 1,Carmelite 1,4.5,5.5,2,3,,,23,28,Completed,
pending-aa005-r5-bye-caulfield-rec,03 Mar 12,5,regular,Round 5,Bye,Caulfield Rec,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005062,17 Mar 12,6,regular,Round 6,Caulfield Rec,Kooyong MLC 1,9,1,5,1,,,35,19,Completed,
AA005063,17 Mar 12,6,regular,Round 6,Kooyong MLC 3,Carmelite 2,10,0,6,0,,,36,1,Completed,
AA005064,17 Mar 12,6,regular,Round 6,Kooyong MLC 2,Port Melbourne,2,8,2,4,,,28,34,Completed,
pending-aa005-r6-carmelite-1-bye,17 Mar 12,6,regular,Round 6,Carmelite 1,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005072,24 Mar 12,7,regular,Round 7,Carmelite 1,Caulfield Rec,8,2,4,2,,,36,28,Completed,
AA005073,24 Mar 12,7,regular,Round 7,Port Melbourne,Carmelite 2,10,0,6,0,,,36,9,Completed,
AA005074,24 Mar 12,7,regular,Round 7,Kooyong MLC 3,Kooyong MLC 2,2,8,2,4,,,19,29,Completed,
pending-aa005-r7-kooyong-mlc-1-bye,24 Mar 12,7,regular,Round 7,Kooyong MLC 1,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005081,21 Apr 12,8,regular,Round 8,Kooyong MLC 2,Kooyong MLC 1,2,8,2,4,,,21,32,Completed,
AA005082,21 Apr 12,8,regular,Round 8,Carmelite 2,Carmelite 1,1,9,1,5,,,10,35,Completed,
AA005084,21 Apr 12,8,regular,Round 8,Port Melbourne,Caulfield Rec,1,9,1,5,,,23,35,Completed,
pending-aa005-r8-kooyong-mlc-3-bye,21 Apr 12,8,regular,Round 8,Kooyong MLC 3,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005091,28 Apr 12,9,regular,Round 9,Kooyong MLC 1,Port Melbourne,8,2,4,2,,,26,23,Completed,
AA005092,28 Apr 12,9,regular,Round 9,Carmelite 1,Kooyong MLC 2,0,10,0,0,,,0,0,Completed,
AA005094,28 Apr 12,9,regular,Round 9,Caulfield Rec,Kooyong MLC 3,9,1,5,1,,,33,19,Completed,
pending-aa005-r9-bye-carmelite-2,28 Apr 12,9,regular,Round 9,Bye,Carmelite 2,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005101,05 May 12,10,regular,Round 10,Kooyong MLC 3,Kooyong MLC 1,2,8,2,4,,,26,28,Completed,
AA005102,05 May 12,10,regular,Round 10,Port Melbourne,Carmelite 1,1,9,1,5,,,14,32,Completed,
AA005104,05 May 12,10,regular,Round 10,Carmelite 2,Caulfield Rec,2,8,2,4,,,20,31,Completed,
pending-aa005-r10-kooyong-mlc-2-bye,05 May 12,10,regular,Round 10,Kooyong MLC 2,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005111,12 May 12,11,regular,Round 11,Kooyong MLC 1,Carmelite 2,10,0,6,0,,,36,6,Completed,
AA005112,12 May 12,11,regular,Round 11,Carmelite 1,Kooyong MLC 3,5,5,3,3,,,30,30,Completed,
AA005114,12 May 12,11,regular,Round 11,Caulfield Rec,Kooyong MLC 2,8,2,4,2,,,32,27,Completed,
pending-aa005-r11-bye-port-melbourne,12 May 12,11,regular,Round 11,Bye,Port Melbourne,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005122,19 May 12,12,regular,Round 12,Kooyong MLC 3,Port Melbourne,5,5,1,1,,,13,10,Completed,
AA005123,19 May 12,12,regular,Round 12,Kooyong MLC 2,Carmelite 2,5,5,1,1,,,12,10,Completed,
AA005124,19 May 12,12,regular,Round 12,Carmelite 1,Kooyong MLC 1,2,8,2,4,,,25,29,Completed,
pending-aa005-r12-caulfield-rec-bye,19 May 12,12,regular,Round 12,Caulfield Rec,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005133,26 May 12,13,regular,Round 13,Carmelite 2,Kooyong MLC 3,1,9,1,5,,,15,32,Completed,
pending-aa005-r13-bye-carmelite-1,26 May 12,13,regular,Round 13,Bye,Carmelite 1,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa005-r13-kooyong-mlc-1-caulfield-rec,26 May 12,13,regular,Round 13,Kooyong MLC 1,Caulfield Rec,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
pending-aa005-r13-port-melbourne-kooyong-mlc-2,26 May 12,13,regular,Round 13,Port Melbourne,Kooyong MLC 2,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA005142,02 Jun 12,14,regular,Round 14,Caulfield Rec,Carmelite 1,3,7,3,3,,,23,27,Completed,
AA005143,02 Jun 12,14,regular,Round 14,Carmelite 2,Port Melbourne,1,9,1,5,,,16,36,Completed,
AA005144,02 Jun 12,14,regular,Round 14,Kooyong MLC 2,Kooyong MLC 3,8,2,4,2,,,25,27,Completed,
pending-aa005-r14-bye-kooyong-mlc-1,02 Jun 12,14,regular,Round 14,Bye,Kooyong MLC 1,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA005301,,16,semi_final,Semi-final,Caulfield Rec,Kooyong MLC 3,-1,-1,3,3,,,25,25,Completed,
AA005302,,16,semi_final,Semi-final,Carmelite 1,Kooyong MLC 1,-1,-1,3,3,,,24,19,Completed,
AA005321,,17,grand_final,Grand final · TROLS entry 2,Carmelite 1,Kooyong MLC 3,3,7,3,3,,,31,33,Completed,
