draw_id,date,round,home_team,away_team,fixture_id
draw-ua013-r1-bltc-kings-park,19 Jul 26,1,BLTC,Kings Park,UA013012
draw-ua013-r1-kooyong-hurlingham-park,19 Jul 26,1,Kooyong,Hurlingham Park,UA013011
draw-ua013-r1-mentone-black-rock,19 Jul 26,1,Mentone,Black Rock,UA013014
draw-ua013-r1-st-andrews-mb-highmoor-uniting,19 Jul 26,1,St Andrews MB,Highmoor Uniting,UA013013
draw-ua013-r2-black-rock-kooyong,26 Jul 26,2,Black Rock,Kooyong,UA013021
draw-ua013-r2-highmoor-uniting-mentone,26 Jul 26,2,Highmoor Uniting,Mentone,UA013024
draw-ua013-r2-hurlingham-park-bltc,26 Jul 26,2,Hurlingham Park,BLTC,UA013022
draw-ua013-r2-kings-park-st-andrews-mb,26 Jul 26,2,Kings Park,St Andrews MB,UA013023
draw-ua013-r3-bltc-black-rock,2 Aug 26,3,BLTC,Black Rock,UA013032
draw-ua013-r3-kooyong-highmoor-uniting,2 Aug 26,3,Kooyong,Highmoor Uniting,UA013031
draw-ua013-r3-mentone-kings-park,2 Aug 26,3,Mentone,Kings Park,UA013034
draw-ua013-r3-st-andrews-mb-hurlingham-park,2 Aug 26,3,St Andrews MB,Hurlingham Park,UA013033
draw-ua013-r4-black-rock-st-andrews-mb,9 Aug 26,4,Black Rock,St Andrews MB,pending-ua013-r4-black-rock-st-andrews-mb
draw-ua013-r4-highmoor-uniting-bltc,9 Aug 26,4,Highmoor Uniting,BLTC,pending-ua013-r4-highmoor-uniting-bltc
draw-ua013-r4-hurlingham-park-mentone,9 Aug 26,4,Hurlingham Park,Mentone,UA013044
draw-ua013-r4-kings-park-kooyong,9 Aug 26,4,Kings Park,Kooyong,UA013041
draw-ua013-r5-black-rock-highmoor-uniting,16 Aug 26,5,Black Rock,Highmoor Uniting,UA013052
draw-ua013-r5-kings-park-hurlingham-park,16 Aug 26,5,Kings Park,Hurlingham Park,UA013053
draw-ua013-r5-kooyong-bltc,16 Aug 26,5,Kooyong,BLTC,UA013054
draw-ua013-r5-st-andrews-mb-mentone,16 Aug 26,5,St Andrews MB,Mentone,UA013051
draw-ua013-r6-bltc-st-andrews-mb,23 Aug 26,6,BLTC,St Andrews MB,UA013061
draw-ua013-r6-highmoor-uniting-kings-park,23 Aug 26,6,Highmoor Uniting,Kings Park,UA013063
draw-ua013-r6-hurlingham-park-black-rock,23 Aug 26,6,Hurlingham Park,Black Rock,UA013064
draw-ua013-r6-mentone-kooyong,23 Aug 26,6,Mentone,Kooyong,UA013062
draw-ua013-r7-bltc-mentone,30 Aug 26,7,BLTC,Mentone,UA013072
draw-ua013-r7-black-rock-kings-park,30 Aug 26,7,Black Rock,Kings Park,UA013073
draw-ua013-r7-highmoor-uniting-hurlingham-park,30 Aug 26,7,Highmoor Uniting,Hurlingham Park,UA013074
draw-ua013-r7-kooyong-st-andrews-mb,30 Aug 26,7,Kooyong,St Andrews MB,UA013071
draw-ua013-r8-black-rock-mentone,6 Sep 26,8,Black Rock,Mentone,UA013084
