fixture_id,date,round,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA013011,19 Jul 26,1,Kooyong,Hurlingham Park,7,3,3,3,,,28,24,Completed,
UA013012,19 Jul 26,1,BLTC,Kings Park,9,1,5,1,,,33,20,Completed,
UA013013,19 Jul 26,1,St Andrews MB,Highmoor Uniting,1,9,1,5,,,19,33,Completed,
UA013014,19 Jul 26,1,Mentone,Black Rock,2,8,2,4,,,25,35,Completed,
UA013021,26 Jul 26,2,Black Rock,Kooyong,9,1,5,1,,,30,16,Completed,
UA013022,26 Jul 26,2,Hurlingham Park,BLTC,2,8,2,4,,,19,33,Completed,
UA013023,26 Jul 26,2,Kings Park,St Andrews MB,9,1,5,1,,,33,18,Completed,
UA013024,26 Jul 26,2,Highmoor Uniting,Mentone,7,3,3,3,,,26,23,Completed,
UA013031,2 Aug 26,3,Kooyong,Highmoor Uniting,9,1,5,1,,,33,18,Completed,
UA013032,2 Aug 26,3,BLTC,Black Rock,7,3,3,3,,,29,26,Completed,
UA013033,2 Aug 26,3,St Andrews MB,Hurlingham Park,7,3,3,3,,,33,23,Completed,
UA013034,2 Aug 26,3,Mentone,Kings Park,2,8,2,4,,,23,25,Completed,
UA013041,9 Aug 26,4,Kings Park,Kooyong,8,2,4,2,,,29,21,Completed,
UA013044,9 Aug 26,4,Hurlingham Park,Mentone,3,7,3,3,,,24,25,Completed,
pending-ua013-r4-black-rock-st-andrews-mb,9 Aug 26,4,Black Rock,St Andrews MB,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua013-r4-highmoor-uniting-bltc,9 Aug 26,4,Highmoor Uniting,BLTC,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA013051,16 Aug 26,5,St Andrews MB,Mentone,3,7,3,3,,,26,27,Completed,
UA013052,16 Aug 26,5,Black Rock,Highmoor Uniting,1,9,1,5,,,13,32,Completed,
UA013053,16 Aug 26,5,Kings Park,Hurlingham Park,2,8,2,4,,,23,27,Completed,
UA013054,16 Aug 26,5,Kooyong,BLTC,8,2,4,2,,,29,21,Completed,
UA013061,23 Aug 26,6,BLTC,St Andrews MB,2,8,2,4,,,27,35,Completed,
UA013062,23 Aug 26,6,Mentone,Kooyong,5,5,3,3,,,30,30,Completed,
UA013063,23 Aug 26,6,Highmoor Uniting,Kings Park,8,2,4,2,,,29,22,Completed,
UA013064,23 Aug 26,6,Hurlingham Park,Black Rock,7,3,3,3,,,33,30,Completed,
UA013071,30 Aug 26,7,Kooyong,St Andrews MB,1,9,1,5,,,23,36,Completed,
UA013072,30 Aug 26,7,BLTC,Mentone,7,3,3,3,,,36,25,Completed,
UA013073,30 Aug 26,7,Black Rock,Kings Park,2,8,2,4,,,21,31,Completed,
UA013074,30 Aug 26,7,Highmoor Uniting,Hurlingham Park,7,3,3,3,,,26,25,Completed,
UA013081,6 Sep 26,8,Hurlingham Park,Kooyong,0,10,0,6,,,10,36,Completed,
UA013082,6 Sep 26,8,Kings Park,BLTC,9,1,5,1,,,30,17,Completed,
UA013083,6 Sep 26,8,Highmoor Uniting,St Andrews MB,2,8,2,4,,,25,27,Completed,
UA013084,6 Sep 26,8,Black Rock,Mentone,9,1,5,1,,,35,21,Completed,
UA013091,13 Sep 26,9,Kooyong,Black Rock,8,2,4,2,,,30,21,Completed,
UA013092,13 Sep 26,9,BLTC,Hurlingham Park,2,8,2,4,,,22,31,Completed,
UA013093,13 Sep 26,9,St Andrews MB,Kings Park,9,1,5,1,,,32,19,Completed,
UA013094,13 Sep 26,9,Mentone,Highmoor Uniting,2,8,2,4,,,21,34,Completed,
