fixture_id,date,round,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA027012,19 Jul 26,1,Kings Park,Royal South Yarra,9,1,5,1,,,34,23,Completed,
UA027013,19 Jul 26,1,Mentone,Coatesville,8,2,4,2,,,31,19,Completed,
UA027014,19 Jul 26,1,St Joan of Arc,BLTC,9,1,5,1,,,35,12,Completed,
pending-ua027-r1-bye-lauriston,19 Jul 26,1,Bye,Lauriston,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA027022,26 Jul 26,2,Lauriston,Kings Park,2,8,2,4,,,19,28,Completed,
UA027024,26 Jul 26,2,Coatesville,St Joan of Arc,0,10,0,6,,,7,36,Completed,
pending-ua027-r2-bltc-bye,26 Jul 26,2,BLTC,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-ua027-r2-royal-south-yarra-mentone,26 Jul 26,2,Royal South Yarra,Mentone,,,,,,,,,Forfeited To,No individual scorecard / no rubbers recorded
UA027032,2 Aug 26,3,Kings Park,BLTC,8,2,4,2,,,32,26,Completed,
UA027033,2 Aug 26,3,Mentone,Lauriston,9,1,5,1,,,31,15,Completed,
UA027034,2 Aug 26,3,St Joan of Arc,Royal South Yarra,8,2,4,2,,,26,21,Completed,
pending-ua027-r3-bye-coatesville,2 Aug 26,3,Bye,Coatesville,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA027042,9 Aug 26,4,Coatesville,Kings Park,0,10,0,6,,,14,36,Completed,
UA027044,9 Aug 26,4,Lauriston,St Joan of Arc,1,9,1,5,,,17,32,Completed,
pending-ua027-r4-bltc-mentone,9 Aug 26,4,BLTC,Mentone,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua027-r4-royal-south-yarra-bye,9 Aug 26,4,Royal South Yarra,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA027051,16 Aug 26,5,Mentone,St Joan of Arc,0,10,0,6,,,10,36,Completed,
UA027052,16 Aug 26,5,BLTC,Coatesville,8,2,4,2,,,29,22,Completed,
UA027053,16 Aug 26,5,Royal South Yarra,Lauriston,9,1,5,1,,,30,11,Completed,
pending-ua027-r5-bye-kings-park,16 Aug 26,5,Bye,Kings Park,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA027061,23 Aug 26,6,Kings Park,Mentone,2,8,2,4,,,25,31,Completed,
UA027063,23 Aug 26,6,Coatesville,Royal South Yarra,1,9,1,5,,,12,33,Completed,
UA027064,23 Aug 26,6,Lauriston,BLTC,9,1,5,1,,,35,14,Completed,
pending-ua027-r6-st-joan-of-arc-bye,23 Aug 26,6,St Joan of Arc,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA027072,30 Aug 26,7,Kings Park,St Joan of Arc,1,9,1,5,,,17,30,Completed,
UA027073,30 Aug 26,7,BLTC,Royal South Yarra,2,8,2,4,,,20,28,Completed,
pending-ua027-r7-bye-mentone,30 Aug 26,7,Bye,Mentone,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-ua027-r7-coatesville-lauriston,30 Aug 26,7,Coatesville,Lauriston,,,,,,,,,Forfeited By,No individual scorecard / no rubbers recorded
UA027082,6 Sep 26,8,Royal South Yarra,Kings Park,8,2,4,2,,,30,20,Completed,
UA027083,6 Sep 26,8,Coatesville,Mentone,2,8,2,4,,,21,34,Completed,
UA027084,6 Sep 26,8,BLTC,St Joan of Arc,2,8,2,4,,,14,27,Completed,
pending-ua027-r8-lauriston-bye,6 Sep 26,8,Lauriston,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
UA027092,13 Sep 26,9,Kings Park,Lauriston,7,3,3,3,,,30,25,Completed,
UA027093,13 Sep 26,9,Mentone,Royal South Yarra,5,5,3,3,,,25,25,Completed,
UA027094,13 Sep 26,9,St Joan of Arc,Coatesville,10,0,6,0,,,36,5,Completed,
pending-ua027-r9-bye-bltc,13 Sep 26,9,Bye,BLTC,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
