fixture_id,date,round,stage,round_label,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA001012,02 Feb 13,1,regular,Round 1,Kooyong MLC 1,Kooyong MLC 2,2,8,2,4,,,19,30,Completed,
AA001014,02 Feb 13,1,regular,Round 1,Ardrie Park AP 1,Ardrie Park AP 2,3,7,3,3,,,28,29,Completed,
pending-aa001-r1-bye-carmelite,02 Feb 13,1,regular,Round 1,Bye,Carmelite,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa001-r1-port-melbourne-1-port-melbourne-2,02 Feb 13,1,regular,Round 1,Port Melbourne 1,Port Melbourne 2,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA001021,09 Feb 13,2,regular,Round 2,Ardrie Park AP 2,Port Melbourne 1,8,2,4,2,,,32,22,Completed,
AA001022,09 Feb 13,2,regular,Round 2,Port Melbourne 2,Kooyong MLC 1,9,1,5,1,,,33,17,Completed,
AA001024,09 Feb 13,2,regular,Round 2,Carmelite,Ardrie Park AP 1,9,1,5,1,,,36,21,Completed,
pending-aa001-r2-kooyong-mlc-2-bye,09 Feb 13,2,regular,Round 2,Kooyong MLC 2,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001031,16 Feb 13,3,regular,Round 3,Port Melbourne 1,Carmelite,0,10,0,6,,,16,36,Completed,
AA001032,16 Feb 13,3,regular,Round 3,Kooyong MLC 1,Ardrie Park AP 2,5,5,3,3,,,26,26,Completed,
AA001034,16 Feb 13,3,regular,Round 3,Ardrie Park AP 1,Kooyong MLC 2,8,2,4,2,,,30,21,Completed,
pending-aa001-r3-bye-port-melbourne-2,16 Feb 13,3,regular,Round 3,Bye,Port Melbourne 2,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001041,23 Feb 13,4,regular,Round 4,Kooyong MLC 2,Port Melbourne 1,9,1,5,1,,,33,14,Completed,
AA001042,23 Feb 13,4,regular,Round 4,Carmelite,Kooyong MLC 1,8,2,4,2,,,32,18,Completed,
AA001044,23 Feb 13,4,regular,Round 4,Port Melbourne 2,Ardrie Park AP 1,0,10,0,6,,,9,36,Completed,
pending-aa001-r4-ardrie-park-ap-2-bye,23 Feb 13,4,regular,Round 4,Ardrie Park AP 2,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001052,02 Mar 13,5,regular,Round 5,Ardrie Park AP 2,Carmelite,2,8,2,4,,,23,28,Completed,
AA001053,02 Mar 13,5,regular,Round 5,Kooyong MLC 2,Port Melbourne 2,9,1,5,1,,,34,14,Completed,
AA001054,02 Mar 13,5,regular,Round 5,Port Melbourne 1,Kooyong MLC 1,9,1,5,1,,,33,16,Completed,
pending-aa001-r5-bye-ardrie-park-ap-1,02 Mar 13,5,regular,Round 5,Bye,Ardrie Park AP 1,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001062,16 Mar 13,6,regular,Round 6,Ardrie Park AP 1,Port Melbourne 1,9,1,5,1,,,30,14,Completed,
AA001063,16 Mar 13,6,regular,Round 6,Carmelite,Kooyong MLC 2,2,8,2,4,,,18,30,Completed,
AA001064,16 Mar 13,6,regular,Round 6,Port Melbourne 2,Ardrie Park AP 2,1,9,1,5,,,20,34,Completed,
pending-aa001-r6-kooyong-mlc-1-bye,16 Mar 13,6,regular,Round 6,Kooyong MLC 1,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001072,23 Mar 13,7,regular,Round 7,Kooyong MLC 1,Ardrie Park AP 1,0,10,0,6,,,12,36,Completed,
AA001073,23 Mar 13,7,regular,Round 7,Ardrie Park AP 2,Kooyong MLC 2,5,5,3,3,,,26,26,Completed,
AA001074,23 Mar 13,7,regular,Round 7,Carmelite,Port Melbourne 2,7,3,3,3,,,31,25,Completed,
pending-aa001-r7-port-melbourne-1-bye,23 Mar 13,7,regular,Round 7,Port Melbourne 1,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA001081,20 Apr 13,8,regular,Round 8,Port Melbourne 2,Port Melbourne 1,10,0,6,0,,,38,18,Completed,
